   0.378380E-01   0.696574E+07   0.692092E+07  -0.117994E+03  -0.118047E+03   0.186274E+07   0.693592E+07
   0.391205E-01   0.674211E+07   0.669785E+07  -0.106852E+03  -0.106900E+03   0.174519E+07   0.671285E+07
   0.404465E-01   0.652530E+07   0.648183E+07  -0.967577E+02  -0.968008E+02   0.163418E+07   0.649663E+07
   0.418175E-01   0.631615E+07   0.627372E+07  -0.876265E+02  -0.876656E+02   0.152966E+07   0.628811E+07
   0.432349E-01   0.611538E+07   0.607421E+07  -0.793791E+02  -0.794144E+02   0.143151E+07   0.608800E+07
   0.447003E-01   0.592347E+07   0.588380E+07  -0.719384E+02  -0.719704E+02   0.133959E+07   0.589677E+07
   0.462154E-01   0.574067E+07   0.570273E+07  -0.652306E+02  -0.652596E+02   0.125363E+07   0.571468E+07
   0.477819E-01   0.556697E+07   0.553096E+07  -0.591853E+02  -0.592117E+02   0.117336E+07   0.554169E+07
   0.494015E-01   0.540208E+07   0.536817E+07  -0.537359E+02  -0.537598E+02   0.109844E+07   0.537753E+07
   0.510760E-01   0.524548E+07   0.521382E+07  -0.488202E+02  -0.488419E+02   0.102847E+07   0.522168E+07
   0.528072E-01   0.509648E+07   0.506715E+07  -0.443809E+02  -0.444006E+02   0.963103E+06   0.507341E+07
   0.545971E-01   0.495427E+07   0.492733E+07  -0.403663E+02  -0.403842E+02   0.901920E+06   0.493194E+07
   0.564477E-01   0.481796E+07   0.479342E+07  -0.367296E+02  -0.367460E+02   0.844579E+06   0.479636E+07
   0.583610E-01   0.468665E+07   0.466443E+07  -0.334294E+02  -0.334443E+02   0.790721E+06   0.466576E+07
   0.611118E-01   0.451569E+07   0.449648E+07  -0.293816E+02  -0.293947E+02   0.722106E+06   0.449572E+07
   0.638626E-01   0.435364E+07   0.433692E+07  -0.259444E+02  -0.259559E+02   0.660863E+06   0.433452E+07
   0.666134E-01   0.419953E+07   0.418475E+07  -0.230056E+02  -0.230159E+02   0.605994E+06   0.418115E+07
   0.693642E-01   0.404926E+07   0.403583E+07  -0.204609E+02  -0.204700E+02   0.556219E+06   0.403154E+07
   0.721151E-01   0.390021E+07   0.388756E+07  -0.182351E+02  -0.182432E+02   0.510643E+06   0.388307E+07
   0.748659E-01   0.375103E+07   0.373866E+07  -0.162741E+02  -0.162813E+02   0.468673E+06   0.373442E+07
   0.776167E-01   0.360174E+07   0.358923E+07  -0.145394E+02  -0.145459E+02   0.429953E+06   0.358560E+07
   0.803675E-01   0.345335E+07   0.344037E+07  -0.130031E+02  -0.130089E+02   0.394290E+06   0.343764E+07
   0.831183E-01   0.330747E+07   0.329384E+07  -0.116436E+02  -0.116487E+02   0.361573E+06   0.329217E+07
   0.858692E-01   0.316590E+07   0.315151E+07  -0.104428E+02  -0.104474E+02   0.331706E+06   0.315098E+07
   0.886200E-01   0.303026E+07   0.301514E+07  -0.938463E+01  -0.938880E+01   0.304586E+06   0.301571E+07
   0.913708E-01   0.290192E+07   0.288617E+07  -0.845426E+01  -0.845802E+01   0.280087E+06   0.288773E+07
   0.941216E-01   0.278194E+07   0.276575E+07  -0.763800E+01  -0.764139E+01   0.258054E+06   0.276812E+07
   0.968724E-01   0.267114E+07   0.265475E+07  -0.692333E+01  -0.692640E+01   0.238334E+06   0.265769E+07
   0.996233E-01   0.257008E+07   0.255376E+07  -0.629879E+01  -0.630159E+01   0.220761E+06   0.255702E+07
   0.102374E+00   0.247903E+07   0.246303E+07  -0.575376E+01  -0.575631E+01   0.205156E+06   0.246636E+07
   0.105125E+00   0.239786E+07   0.238244E+07  -0.527820E+01  -0.528055E+01   0.191329E+06   0.238558E+07
   0.107876E+00   0.232603E+07   0.231140E+07  -0.486262E+01  -0.486478E+01   0.179078E+06   0.231414E+07
   0.110627E+00   0.226260E+07   0.224891E+07  -0.449805E+01  -0.450005E+01   0.168193E+06   0.225109E+07
   0.113377E+00   0.220631E+07   0.219368E+07  -0.417626E+01  -0.417812E+01   0.158464E+06   0.219518E+07
   0.116128E+00   0.215574E+07   0.214421E+07  -0.388986E+01  -0.389159E+01   0.149692E+06   0.214497E+07
   0.118879E+00   0.210937E+07   0.209891E+07  -0.363241E+01  -0.363402E+01   0.141696E+06   0.209894E+07
   0.121630E+00   0.206571E+07   0.205626E+07  -0.339845E+01  -0.339996E+01   0.134318E+06   0.205560E+07
   0.124381E+00   0.202339E+07   0.201482E+07  -0.318347E+01  -0.318488E+01   0.127421E+06   0.201357E+07
   0.127131E+00   0.198121E+07   0.197337E+07  -0.298389E+01  -0.298521E+01   0.120898E+06   0.197167E+07
   0.129882E+00   0.193825E+07   0.193096E+07  -0.279700E+01  -0.279825E+01   0.114670E+06   0.192895E+07
   0.132633E+00   0.189391E+07   0.188699E+07  -0.262096E+01  -0.262212E+01   0.108684E+06   0.188484E+07
   0.135384E+00   0.184798E+07   0.184126E+07  -0.245461E+01  -0.245570E+01   0.102914E+06   0.183913E+07
   0.138135E+00   0.180059E+07   0.179390E+07  -0.229740E+01  -0.229842E+01   0.973555E+05   0.179193E+07
   0.140886E+00   0.175213E+07   0.174535E+07  -0.214914E+01  -0.215009E+01   0.920186E+05   0.174364E+07
   0.143636E+00   0.170316E+07   0.169619E+07  -0.200982E+01  -0.201071E+01   0.869192E+05   0.169484E+07
   0.146387E+00   0.165429E+07   0.164707E+07  -0.187946E+01  -0.188030E+01   0.820742E+05   0.164613E+07
   0.149138E+00   0.160615E+07   0.159865E+07  -0.175805E+01  -0.175883E+01   0.774983E+05   0.159814E+07
   0.151889E+00   0.155931E+07   0.155154E+07  -0.164549E+01  -0.164622E+01   0.732025E+05   0.155145E+07
   0.154640E+00   0.151431E+07   0.150632E+07  -0.154163E+01  -0.154231E+01   0.691937E+05   0.150660E+07
   0.157390E+00   0.147167E+07   0.146352E+07  -0.144629E+01  -0.144693E+01   0.654765E+05   0.146411E+07
   0.160141E+00   0.143183E+07   0.142361E+07  -0.135920E+01  -0.135981E+01   0.620521E+05   0.142442E+07
   0.162892E+00   0.139514E+07   0.138693E+07  -0.128002E+01  -0.128059E+01   0.589157E+05   0.138788E+07
   0.165643E+00   0.136177E+07   0.135368E+07  -0.120826E+01  -0.120880E+01   0.560556E+05   0.135466E+07
   0.168394E+00   0.133168E+07   0.132380E+07  -0.114330E+01  -0.114381E+01   0.534532E+05   0.132473E+07
   0.171145E+00   0.130465E+07   0.129705E+07  -0.108441E+01  -0.108489E+01   0.510824E+05   0.129785E+07
   0.173895E+00   0.128027E+07   0.127302E+07  -0.103079E+01  -0.103125E+01   0.489135E+05   0.127363E+07
   0.176646E+00   0.125805E+07   0.125119E+07  -0.981641E+00  -0.982076E+00   0.469149E+05   0.125156E+07
   0.179397E+00   0.123747E+07   0.123102E+07  -0.936242E+00  -0.936658E+00   0.450577E+05   0.123113E+07
   0.182148E+00   0.121804E+07   0.121199E+07  -0.893956E+00  -0.894353E+00   0.433155E+05   0.121184E+07
   0.184899E+00   0.119930E+07   0.119363E+07  -0.854248E+00  -0.854627E+00   0.416662E+05   0.119324E+07
   0.187649E+00   0.118087E+07   0.117555E+07  -0.816674E+00  -0.817037E+00   0.400913E+05   0.117493E+07
   0.190400E+00   0.116240E+07   0.115738E+07  -0.780874E+00  -0.781221E+00   0.385760E+05   0.115659E+07
   0.193151E+00   0.114363E+07   0.113884E+07  -0.746560E+00  -0.746891E+00   0.371082E+05   0.113793E+07
   0.195902E+00   0.112434E+07   0.111973E+07  -0.713519E+00  -0.713836E+00   0.356792E+05   0.111875E+07
   0.198653E+00   0.110443E+07   0.109992E+07  -0.681616E+00  -0.681919E+00   0.342841E+05   0.109894E+07
   0.201404E+00   0.108388E+07   0.107942E+07  -0.650790E+00  -0.651079E+00   0.329214E+05   0.107848E+07
   0.204154E+00   0.106278E+07   0.105832E+07  -0.621044E+00  -0.621319E+00   0.315927E+05   0.105747E+07
   0.206905E+00   0.104132E+07   0.103682E+07  -0.592426E+00  -0.592689E+00   0.303019E+05   0.103609E+07
   0.209656E+00   0.101972E+07   0.101515E+07  -0.565011E+00  -0.565261E+00   0.290543E+05   0.101457E+07
