#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.275598E+00   0.697051E+06   0.693799E+06  -0.219750E+00  -0.219850E+00   0.127645E+05   0.693486E+06   0.696547E+06   0.693486E+06  -0.165508E-01   0.367772E+06   0.367752E+06   0.236373E-01
   0.292295E+00   0.634427E+06   0.631186E+06  -0.177805E+00  -0.177885E+00   0.105253E+05   0.631134E+06   0.633924E+06   0.631134E+06  -0.150627E-01   0.334707E+06   0.334687E+06   0.231223E-01
   0.310005E+00   0.583791E+06   0.580912E+06  -0.145462E+00  -0.145528E+00   0.876759E+04   0.580773E+06   0.583344E+06   0.580773E+06  -0.138607E-01   0.308000E+06   0.307982E+06   0.188135E-01
   0.328788E+00   0.538889E+06   0.536384E+06  -0.119378E+00  -0.119432E+00   0.732028E+04   0.536123E+06   0.538501E+06   0.536123E+06  -0.127951E-01   0.284322E+06   0.284307E+06   0.150438E-01
   0.348708E+00   0.492173E+06   0.489778E+06  -0.969282E-01  -0.969722E-01   0.604163E+04   0.489628E+06   0.491802E+06   0.489628E+06  -0.116855E-01   0.259665E+06   0.259650E+06   0.139736E-01
   0.369836E+00   0.450027E+06   0.447807E+06  -0.787924E-01  -0.788281E-01   0.498815E+04   0.447693E+06   0.449683E+06   0.447693E+06  -0.106846E-01   0.237426E+06   0.237413E+06   0.122208E-01
   0.392243E+00   0.413581E+06   0.411614E+06  -0.643772E-01  -0.644064E-01   0.413614E+04   0.411445E+06   0.413276E+06   0.411445E+06  -0.981954E-02   0.218203E+06   0.218192E+06   0.100182E-01
   0.416009E+00   0.377859E+06   0.376026E+06  -0.522891E-01  -0.523128E-01   0.340679E+04   0.375900E+06   0.377575E+06   0.375900E+06  -0.897124E-02   0.199353E+06   0.199342E+06   0.892565E-02
   0.441214E+00   0.345442E+06   0.343764E+06  -0.424982E-01  -0.425174E-01   0.280576E+04   0.343649E+06   0.345182E+06   0.343649E+06  -0.820154E-02   0.182250E+06   0.182240E+06   0.767853E-02
   0.467946E+00   0.316145E+06   0.314626E+06  -0.345779E-01  -0.345936E-01   0.231160E+04   0.314506E+06   0.315910E+06   0.314506E+06  -0.750601E-02   0.166795E+06   0.166785E+06   0.652810E-02
   0.496298E+00   0.288536E+06   0.287135E+06  -0.280558E-01  -0.280685E-01   0.189786E+04   0.287037E+06   0.288318E+06   0.287037E+06  -0.685042E-02   0.152227E+06   0.152218E+06   0.570279E-02
   0.526368E+00   0.263641E+06   0.262371E+06  -0.227903E-01  -0.228007E-01   0.155894E+04   0.262272E+06   0.263444E+06   0.262272E+06  -0.625939E-02   0.139094E+06   0.139086E+06   0.485824E-02
   0.558260E+00   0.240526E+06   0.239362E+06  -0.184846E-01  -0.184930E-01   0.127773E+04   0.239276E+06   0.240346E+06   0.239276E+06  -0.571055E-02   0.126898E+06   0.126891E+06   0.420557E-02
   0.592083E+00   0.219456E+06   0.218397E+06  -0.149936E-01  -0.150004E-01   0.104669E+04   0.218315E+06   0.219292E+06   0.218315E+06  -0.521030E-02   0.115781E+06   0.115775E+06   0.360306E-02
   0.627957E+00   0.200066E+06   0.199099E+06  -0.121519E-01  -0.121574E-01   0.856193E+03   0.199025E+06   0.199916E+06   0.199025E+06  -0.474993E-02   0.105551E+06   0.105545E+06   0.310359E-02
   0.666003E+00   0.182338E+06   0.181458E+06  -0.984599E-02  -0.985046E-02   0.699773E+03   0.181390E+06   0.182202E+06   0.181390E+06  -0.432905E-02   0.961987E+05   0.961934E+05   0.266292E-02
   0.929482E+00   0.106849E+06   0.106333E+06  -0.296237E-02  -0.296371E-02   0.219010E+03   0.106292E+06   0.106769E+06   0.106292E+06  -0.253677E-02   0.563716E+05   0.563685E+05   0.111836E-02
   0.129720E+01   0.618340E+05   0.615357E+05  -0.880188E-03  -0.880587E-03   0.667826E+02   0.615115E+05   0.617878E+05   0.615115E+05  -0.146803E-02   0.326224E+05   0.326206E+05   0.464348E-03
   0.181038E+01   0.354006E+05   0.352298E+05  -0.258722E-03  -0.258839E-03   0.199513E+02   0.352159E+05   0.353741E+05   0.352159E+05  -0.840463E-03   0.186767E+05   0.186756E+05   0.191209E-03
   0.252660E+01   0.200806E+05   0.199837E+05  -0.753481E-04  -0.753822E-04   0.586691E+01   0.199758E+05   0.200655E+05   0.199758E+05  -0.476742E-03   0.105941E+05   0.105935E+05   0.783609E-04
   0.352615E+01   0.112998E+05   0.112452E+05  -0.217690E-04  -0.217788E-04   0.170438E+01   0.112408E+05   0.112913E+05   0.112408E+05  -0.268273E-03   0.596153E+04   0.596119E+04   0.321242E-04
   0.492114E+01   0.631456E+04   0.628405E+04  -0.624572E-05  -0.624855E-05   0.490477E+00   0.628159E+04   0.630983E+04   0.628159E+04  -0.149916E-03   0.333143E+04   0.333123E+04   0.132820E-04
   0.686800E+01   0.350729E+04   0.349031E+04  -0.178108E-05  -0.178189E-05   0.140103E+00   0.348898E+04   0.350466E+04   0.348898E+04  -0.832679E-04   0.185037E+04   0.185026E+04   0.561305E-05
   0.958506E+01   0.193765E+04   0.192822E+04  -0.505193E-06  -0.505422E-06   0.397650E-01   0.192752E+04   0.193618E+04   0.192752E+04  -0.460022E-04   0.102226E+04   0.102219E+04   0.247483E-05
