#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.152002E+00   0.155811E+07   0.155030E+07  -0.165023E+01  -0.165103E+01   0.729653E+05   0.155023E+07   0.155689E+07   0.155023E+07  -0.369182E-01   0.818873E+06   0.818823E+06   0.109653E+00
   0.154755E+00   0.151319E+07   0.150515E+07  -0.154611E+01  -0.154686E+01   0.689705E+05   0.150546E+07   0.151193E+07   0.150546E+07  -0.358518E-01   0.795223E+06   0.795170E+06   0.113171E+00
   0.157507E+00   0.147067E+07   0.146248E+07  -0.145058E+01  -0.145128E+01   0.652689E+05   0.146309E+07   0.146939E+07   0.146309E+07  -0.348429E-01   0.772846E+06   0.772792E+06   0.114925E+00
   0.160260E+00   0.143100E+07   0.142275E+07  -0.136337E+01  -0.136403E+01   0.618610E+05   0.142357E+07   0.142971E+07   0.142357E+07  -0.339018E-01   0.751974E+06   0.751919E+06   0.114727E+00
   0.163013E+00   0.139450E+07   0.138628E+07  -0.128411E+01  -0.128473E+01   0.587411E+05   0.138722E+07   0.139321E+07   0.138722E+07  -0.330362E-01   0.732778E+06   0.732722E+06   0.112563E+00
   0.165766E+00   0.136133E+07   0.135323E+07  -0.121228E+01  -0.121287E+01   0.558968E+05   0.135421E+07   0.136006E+07   0.135421E+07  -0.322500E-01   0.715339E+06   0.715285E+06   0.108574E+00
   0.168519E+00   0.133144E+07   0.132356E+07  -0.114727E+01  -0.114783E+01   0.533089E+05   0.132447E+07   0.133020E+07   0.132447E+07  -0.315418E-01   0.699634E+06   0.699582E+06   0.103022E+00
   0.171272E+00   0.130458E+07   0.129700E+07  -0.108832E+01  -0.108884E+01   0.509509E+05   0.129777E+07   0.130339E+07   0.129777E+07  -0.309060E-01   0.685532E+06   0.685482E+06   0.962629E-01
   0.174025E+00   0.128034E+07   0.127311E+07  -0.103461E+01  -0.103511E+01   0.487923E+05   0.127369E+07   0.127920E+07   0.127369E+07  -0.303323E-01   0.672808E+06   0.672762E+06   0.887087E-01
   0.176778E+00   0.125821E+07   0.125137E+07  -0.985355E+00  -0.985832E+00   0.468020E+05   0.125171E+07   0.125714E+07   0.125171E+07  -0.298091E-01   0.661203E+06   0.661160E+06   0.807889E-01
   0.179530E+00   0.123769E+07   0.123126E+07  -0.939826E+00  -0.940281E+00   0.449509E+05   0.123133E+07   0.123668E+07   0.123133E+07  -0.293237E-01   0.650438E+06   0.650399E+06   0.729190E-01
   0.182283E+00   0.121826E+07   0.121223E+07  -0.897385E+00  -0.897820E+00   0.432129E+05   0.121205E+07   0.121731E+07   0.121205E+07  -0.288644E-01   0.640251E+06   0.640215E+06   0.654722E-01
   0.185036E+00   0.119948E+07   0.119384E+07  -0.857500E+00  -0.857916E+00   0.415661E+05   0.119341E+07   0.119860E+07   0.119341E+07  -0.284205E-01   0.630405E+06   0.630373E+06   0.587574E-01
   0.187789E+00   0.118097E+07   0.117567E+07  -0.819732E+00  -0.820129E+00   0.399922E+05   0.117503E+07   0.118014E+07   0.117503E+07  -0.279828E-01   0.620697E+06   0.620667E+06   0.530054E-01
   0.190542E+00   0.116240E+07   0.115739E+07  -0.783725E+00  -0.784105E+00   0.384769E+05   0.115658E+07   0.116161E+07   0.115658E+07  -0.275434E-01   0.610952E+06   0.610924E+06   0.483614E-01
   0.193295E+00   0.114349E+07   0.113871E+07  -0.749198E+00  -0.749561E+00   0.370082E+05   0.113778E+07   0.114274E+07   0.113778E+07  -0.270959E-01   0.601026E+06   0.601000E+06   0.448847E-01
   0.196048E+00   0.112406E+07   0.111945E+07  -0.715945E+00  -0.716292E+00   0.355781E+05   0.111846E+07   0.112334E+07   0.111846E+07  -0.266356E-01   0.590818E+06   0.590793E+06   0.425535E-01
   0.198800E+00   0.110400E+07   0.109948E+07  -0.683837E+00  -0.684168E+00   0.341820E+05   0.109849E+07   0.110329E+07   0.109849E+07  -0.261602E-01   0.580273E+06   0.580248E+06   0.412753E-01
   0.201553E+00   0.108330E+07   0.107883E+07  -0.652820E+00  -0.653136E+00   0.328186E+05   0.107789E+07   0.108260E+07   0.107789E+07  -0.256696E-01   0.569392E+06   0.569367E+06   0.409004E-01
   0.204306E+00   0.106208E+07   0.105761E+07  -0.622903E+00  -0.623205E+00   0.314899E+05   0.105676E+07   0.106138E+07   0.105676E+07  -0.251664E-01   0.558232E+06   0.558206E+06   0.412385E-01
   0.207059E+00   0.104053E+07   0.103601E+07  -0.594138E+00  -0.594426E+00   0.302001E+05   0.103529E+07   0.103982E+07   0.103529E+07  -0.246551E-01   0.546890E+06   0.546864E+06   0.420759E-01
   0.209812E+00   0.101887E+07   0.101428E+07  -0.566601E+00  -0.566875E+00   0.289543E+05   0.101372E+07   0.101815E+07   0.101372E+07  -0.241412E-01   0.535493E+06   0.535466E+06   0.431929E-01
   0.212565E+00   0.997366E+06   0.992699E+06  -0.540362E+00  -0.540624E+00   0.277579E+05   0.992289E+06   0.996635E+06   0.992289E+06  -0.236310E-01   0.524176E+06   0.524148E+06   0.443796E-01
   0.215318E+00   0.976269E+06   0.971522E+06  -0.515487E+00  -0.515737E+00   0.266155E+05   0.971270E+06   0.975526E+06   0.971270E+06  -0.231304E-01   0.513073E+06   0.513044E+06   0.454485E-01
   0.218070E+00   0.955809E+06   0.950993E+06  -0.492016E+00  -0.492254E+00   0.255308E+05   0.950886E+06   0.955055E+06   0.950886E+06  -0.226450E-01   0.502306E+06   0.502276E+06   0.462454E-01
   0.226792E+00   0.897183E+06   0.892318E+06  -0.426990E+00  -0.427197E+00   0.224944E+05   0.892501E+06   0.896421E+06   0.892501E+06  -0.212546E-01   0.471467E+06   0.471436E+06   0.459295E-01
   0.235863E+00   0.848337E+06   0.843763E+06  -0.373299E+00  -0.373480E+00   0.199575E+05   0.843908E+06   0.847620E+06   0.843908E+06  -0.200973E-01   0.445799E+06   0.445770E+06   0.408596E-01
   0.245296E+00   0.808298E+06   0.804258E+06  -0.328876E+00  -0.329035E+00   0.178359E+05   0.804122E+06   0.807665E+06   0.804122E+06  -0.191499E-01   0.424783E+06   0.424759E+06   0.331844E-01
   0.255106E+00   0.771296E+06   0.767769E+06  -0.290172E+00  -0.290312E+00   0.159571E+05   0.767358E+06   0.770744E+06   0.767358E+06  -0.182743E-01   0.405363E+06   0.405343E+06   0.266376E-01
   0.265309E+00   0.731962E+06   0.728704E+06  -0.254612E+00  -0.254735E+00   0.141916E+05   0.728234E+06   0.731452E+06   0.728234E+06  -0.173426E-01   0.384697E+06   0.384678E+06   0.235946E-01
   0.275920E+00   0.689156E+06   0.685921E+06  -0.221637E+00  -0.221744E+00   0.125161E+05   0.685616E+06   0.688649E+06   0.685616E+06  -0.163277E-01   0.362185E+06   0.362165E+06   0.234329E-01
   0.286956E+00   0.646600E+06   0.643340E+06  -0.192259E+00  -0.192352E+00   0.109955E+05   0.643241E+06   0.646090E+06   0.643241E+06  -0.153185E-01   0.339801E+06   0.339781E+06   0.234948E-01
   0.298432E+00   0.609021E+06   0.605887E+06  -0.167427E+00  -0.167508E+00   0.969368E+04   0.605844E+06   0.608530E+06   0.605844E+06  -0.144279E-01   0.320047E+06   0.320027E+06   0.217377E-01
   0.310368E+00   0.577198E+06   0.574349E+06  -0.146715E+00  -0.146786E+00   0.859625E+04   0.574203E+06   0.576751E+06   0.574203E+06  -0.136744E-01   0.303332E+06   0.303315E+06   0.184958E-01
   0.322781E+00   0.547820E+06   0.545251E+06  -0.128750E+00  -0.128813E+00   0.763113E+04   0.544996E+06   0.547418E+06   0.544996E+06  -0.129789E-01   0.287904E+06   0.287889E+06   0.156533E-01
   0.335691E+00   0.517438E+06   0.515010E+06  -0.112438E+00  -0.112493E+00   0.673899E+04   0.514769E+06   0.517058E+06   0.514769E+06  -0.122590E-01   0.271936E+06   0.271922E+06   0.143328E-01
   0.349117E+00   0.486384E+06   0.484006E+06  -0.977167E-01  -0.977640E-01   0.592010E+04   0.483858E+06   0.486011E+06   0.483858E+06  -0.115229E-01   0.255608E+06   0.255593E+06   0.138149E-01
   0.363080E+00   0.457717E+06   0.455434E+06  -0.850209E-01  -0.850620E-01   0.520485E+04   0.455332E+06   0.457360E+06   0.455332E+06  -0.108435E-01   0.240538E+06   0.240525E+06   0.128191E-01
   0.377601E+00   0.432458E+06   0.430349E+06  -0.742715E-01  -0.743074E-01   0.459279E+04   0.430210E+06   0.432127E+06   0.430210E+06  -0.102453E-01   0.227268E+06   0.227255E+06   0.112177E-01
   0.392703E+00   0.408764E+06   0.406817E+06  -0.649085E-01  -0.649399E-01   0.405300E+04   0.406645E+06   0.408459E+06   0.406645E+06  -0.968410E-02   0.214820E+06   0.214808E+06   0.986279E-02
   0.408409E+00   0.385014E+06   0.383159E+06  -0.565257E-01  -0.565530E-01   0.356279E+04   0.383014E+06   0.384723E+06   0.383014E+06  -0.912132E-02   0.202336E+06   0.202325E+06   0.911184E-02
   0.424743E+00   0.362118E+06   0.360342E+06  -0.491539E-01  -0.491776E-01   0.312627E+04   0.360231E+06   0.361840E+06   0.360231E+06  -0.857876E-02   0.190301E+06   0.190290E+06   0.845541E-02
   0.441731E+00   0.341306E+06   0.339643E+06  -0.428347E-01  -0.428554E-01   0.274820E+04   0.339528E+06   0.341045E+06   0.339528E+06  -0.808572E-02   0.179364E+06   0.179354E+06   0.756613E-02
   0.459398E+00   0.321877E+06   0.320328E+06  -0.373497E-01  -0.373678E-01   0.241649E+04   0.320202E+06   0.321634E+06   0.320202E+06  -0.762550E-02   0.169155E+06   0.169146E+06   0.674187E-02
   0.477771E+00   0.302958E+06   0.301491E+06  -0.325027E-01  -0.325185E-01   0.211994E+04   0.301380E+06   0.302728E+06   0.301380E+06  -0.717724E-02   0.159212E+06   0.159203E+06   0.616576E-02
   0.496880E+00   0.285020E+06   0.283632E+06  -0.282718E-01  -0.282855E-01   0.185837E+04   0.283534E+06   0.284803E+06   0.283534E+06  -0.675224E-02   0.149784E+06   0.149776E+06   0.562310E-02
   0.516752E+00   0.268402E+06   0.267102E+06  -0.246154E-01  -0.246273E-01   0.163015E+04   0.267002E+06   0.268198E+06   0.267002E+06  -0.635856E-02   0.141052E+06   0.141044E+06   0.504304E-02
   0.537420E+00   0.252614E+06   0.251392E+06  -0.214200E-01  -0.214304E-01   0.142876E+04   0.251297E+06   0.252423E+06   0.251297E+06  -0.598453E-02   0.132755E+06   0.132747E+06   0.455850E-02
   0.558914E+00   0.237563E+06   0.236410E+06  -0.186244E-01  -0.186334E-01   0.125088E+04   0.236323E+06   0.237382E+06   0.236323E+06  -0.562795E-02   0.124845E+06   0.124838E+06   0.414546E-02
   0.581267E+00   0.223476E+06   0.222393E+06  -0.161985E-01  -0.162064E-01   0.109517E+04   0.222310E+06   0.223306E+06   0.222310E+06  -0.529422E-02   0.117442E+06   0.117435E+06   0.373766E-02
   0.604515E+00   0.210175E+06   0.209158E+06  -0.140853E-01  -0.140921E-01   0.958355E+03   0.209078E+06   0.210016E+06   0.209078E+06  -0.497911E-02   0.110452E+06   0.110446E+06   0.337622E-02
   0.628692E+00   0.197571E+06   0.196613E+06  -0.122419E-01  -0.122478E-01   0.838013E+03   0.196539E+06   0.197421E+06   0.196539E+06  -0.468051E-02   0.103828E+06   0.103822E+06   0.305814E-02
   0.653837E+00   0.185727E+06   0.184827E+06  -0.106400E-01  -0.106451E-01   0.732609E+03   0.184757E+06   0.185586E+06   0.184757E+06  -0.439991E-02   0.976034E+05   0.975980E+05   0.275992E-02
   0.816543E+00   0.130290E+06   0.129659E+06  -0.478597E-02  -0.478828E-02   0.339073E+03   0.129609E+06   0.130191E+06   0.129609E+06  -0.308658E-02   0.684701E+05   0.684663E+05   0.155027E-02
   0.101974E+01   0.908635E+05   0.904237E+05  -0.214011E-02  -0.214115E-02   0.154969E+03   0.903881E+05   0.907946E+05   0.903881E+05  -0.215256E-02   0.477506E+05   0.477479E+05   0.865925E-03
   0.127350E+01   0.630314E+05   0.627264E+05  -0.951896E-03  -0.952356E-03   0.700653E+02   0.627014E+05   0.629836E+05   0.627014E+05  -0.149321E-02   0.331242E+05   0.331224E+05   0.481475E-03
   0.159041E+01   0.435152E+05   0.433047E+05  -0.421364E-03  -0.421568E-03   0.313889E+02   0.432874E+05   0.434823E+05   0.432874E+05  -0.103087E-02   0.228681E+05   0.228668E+05   0.266713E-03
   0.198618E+01   0.299120E+05   0.297673E+05  -0.185714E-03  -0.185804E-03   0.139538E+02   0.297553E+05   0.298893E+05   0.297553E+05  -0.708612E-03   0.157193E+05   0.157184E+05   0.147334E-03
   0.248044E+01   0.204807E+05   0.203816E+05  -0.815316E-04  -0.815711E-04   0.616292E+01   0.203734E+05   0.204652E+05   0.203734E+05  -0.485185E-03   0.107630E+05   0.107624E+05   0.812579E-04
   0.309769E+01   0.139732E+05   0.139056E+05  -0.356663E-04  -0.356836E-04   0.270719E+01   0.139000E+05   0.139626E+05   0.139000E+05  -0.331023E-03   0.734318E+04   0.734277E+04   0.448134E-04
   0.386855E+01   0.950253E+04   0.945652E+04  -0.155519E-04  -0.155594E-04   0.118374E+01   0.945274E+04   0.949533E+04   0.945274E+04  -0.225113E-03   0.499375E+04   0.499347E+04   0.247661E-04
   0.483124E+01   0.644309E+04   0.641187E+04  -0.676111E-05  -0.676439E-05   0.515587E+00   0.640932E+04   0.643820E+04   0.640932E+04  -0.152635E-03   0.338596E+04   0.338576E+04   0.137565E-04
   0.603348E+01   0.435683E+04   0.433569E+04  -0.293141E-05  -0.293282E-05   0.223817E+00   0.433399E+04   0.435352E+04   0.433399E+04  -0.103212E-03   0.228959E+04   0.228945E+04   0.771180E-05
   0.753491E+01   0.293877E+04   0.292449E+04  -0.126780E-05  -0.126842E-05   0.968759E-01   0.292336E+04   0.293654E+04   0.292336E+04  -0.696188E-04   0.154438E+04   0.154428E+04   0.438755E-05
   0.940996E+01   0.197772E+04   0.196808E+04  -0.547058E-06  -0.547323E-06   0.418241E-01   0.196735E+04   0.197621E+04   0.196735E+04  -0.468517E-04   0.103933E+04   0.103925E+04   0.255145E-05
   0.117516E+02   0.132815E+04   0.132164E+04  -0.235557E-06  -0.235671E-06   0.180147E-01   0.132118E+04   0.132713E+04   0.132118E+04  -0.314633E-04   0.697960E+03   0.697906E+03   0.152905E-05
   0.146760E+02   0.890173E+03   0.885774E+03  -0.101229E-06  -0.101278E-06   0.774338E-02   0.885494E+03   0.889484E+03   0.885494E+03  -0.210877E-04   0.467796E+03   0.467754E+03   0.952111E-06
   0.183281E+02   0.595537E+03   0.592557E+03  -0.434234E-07  -0.434445E-07   0.332201E-02   0.592401E+03   0.595070E+03   0.592401E+03  -0.141078E-04   0.312959E+03   0.312925E+03   0.619921E-06
   0.228890E+02   0.397739E+03   0.395711E+03  -0.185952E-07  -0.186042E-07   0.142265E-02   0.395639E+03   0.397422E+03   0.395639E+03  -0.942199E-05   0.209012E+03   0.208983E+03   0.423152E-06
   0.285849E+02   0.265207E+03   0.263815E+03  -0.795017E-08  -0.795401E-08   0.608257E-03   0.263801E+03   0.264989E+03   0.263801E+03  -0.628231E-05   0.139364E+03   0.139338E+03   0.302199E-06
   0.356983E+02   0.176563E+03   0.175595E+03  -0.339378E-08  -0.339542E-08   0.259648E-03   0.175620E+03   0.176411E+03   0.175620E+03  -0.418232E-05   0.927795E+02   0.927554E+02   0.224468E-06
   0.445817E+02   0.117370E+03   0.116684E+03  -0.144658E-08  -0.144728E-08   0.110662E-03   0.116736E+03   0.117262E+03   0.116736E+03  -0.278003E-05   0.616722E+02   0.616492E+02   0.172026E-06
   0.556759E+02   0.779034E+02   0.774039E+02  -0.615681E-09  -0.615978E-09   0.470931E-04   0.774761E+02   0.778251E+02   0.774761E+02  -0.184506E-05   0.409315E+02   0.409090E+02   0.134903E-06
   0.695307E+02   0.516265E+02   0.512501E+02  -0.261640E-09  -0.261766E-09   0.200077E-04   0.513363E+02   0.515676E+02   0.513363E+02  -0.122255E-05   0.271223E+02   0.270999E+02   0.107461E-06
   0.868334E+02   0.341543E+02   0.338587E+02  -0.111003E-09  -0.111057E-09   0.848473E-05   0.339550E+02   0.341080E+02   0.339550E+02  -0.808625E-06   0.179400E+02   0.179175E+02   0.864319E-07
   0.108442E+03   0.225507E+02   0.223080E+02  -0.470061E-10  -0.470287E-10   0.359116E-05   0.224117E+02   0.225127E+02   0.224117E+02  -0.533726E-06   0.118419E+02   0.118192E+02   0.698548E-07
   0.135427E+03   0.148536E+02   0.146456E+02  -0.198608E-10  -0.198703E-10   0.151577E-05   0.147546E+02   0.148210E+02   0.147546E+02  -0.351374E-06   0.779682E+01   0.777388E+01   0.565005E-07
   0.169128E+03   0.975380E+01   0.956903E+01  -0.836776E-11  -0.837178E-11   0.637696E-06   0.968124E+01   0.972486E+01   0.968124E+01  -0.230555E-06   0.511668E+01   0.509358E+01   0.455605E-07
   0.211216E+03   0.637924E+01   0.621088E+01  -0.351258E-11  -0.351426E-11   0.267082E-06   0.632437E+01   0.635287E+01   0.632437E+01  -0.150612E-06   0.334329E+01   0.332019E+01   0.364792E-07
   0.263777E+03   0.415009E+01   0.399485E+01  -0.146743E-11  -0.146813E-11   0.111225E-06   0.410727E+01   0.412577E+01   0.410727E+01  -0.978129E-07   0.217200E+01   0.214917E+01   0.288656E-07
   0.329417E+03   0.268155E+01   0.253882E+01  -0.609320E-12  -0.609606E-12   0.459578E-07   0.264726E+01   0.265919E+01   0.264726E+01  -0.630435E-07   0.140062E+01   0.137845E+01   0.224508E-07
   0.411392E+03   0.171866E+01   0.158971E+01  -0.251215E-12  -0.251331E-12   0.188222E-07   0.169084E+01   0.169846E+01   0.169084E+01  -0.402667E-07   0.895235E+00   0.874184E+00   0.170698E-07
   0.513767E+03   0.109245E+01   0.979451E+00  -0.102861E-12  -0.102908E-12   0.763940E-08   0.106993E+01   0.107475E+01   0.106993E+01  -0.254799E-07   0.567040E+00   0.547563E+00   0.126463E-07
   0.641617E+03   0.690191E+00   0.594710E+00  -0.419427E-13  -0.419613E-13   0.307598E-08   0.672207E+00   0.675235E+00   0.672207E+00  -0.160083E-07   0.356725E+00   0.339120E+00   0.915257E-08
   0.801282E+03   0.435368E+00   0.356989E+00  -0.171229E-13  -0.171302E-13   0.123563E-08   0.421194E+00   0.423091E+00   0.421194E+00  -0.100306E-07   0.223910E+00   0.208237E+00   0.652502E-08
   0.100068E+04   0.275226E+00   0.211791E+00  -0.702954E-14  -0.703239E-14   0.496766E-09   0.264100E+00   0.265290E+00   0.264100E+00  -0.628943E-08   0.140725E+00   0.126932E+00   0.459777E-08
