#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.641865E-03   0.199002E+08   0.198982E+08   0.289103E+07   0.266659E+07   0.197396E+08   0.198992E+08   0.198999E+08   0.198999E+08  -0.457562E+00   0.982082E+07   0.982035E+07   0.241877E+03
   0.708713E-03   0.198809E+08   0.198786E+08   0.194147E+07   0.178858E+07   0.196859E+08   0.198796E+08   0.198805E+08   0.198801E+08  -0.457088E+00   0.981103E+07   0.981052E+07   0.243437E+03
   0.782524E-03   0.198581E+08   0.198555E+08   0.136928E+07   0.129163E+07   0.196219E+08   0.198566E+08   0.198576E+08   0.198569E+08  -0.456540E+00   0.979955E+07   0.979898E+07   0.241802E+03
   0.864021E-03   0.198314E+08   0.198285E+08   0.108587E+07   0.107206E+07   0.195459E+08   0.198296E+08   0.198309E+08   0.198299E+08  -0.455907E+00   0.978613E+07   0.978552E+07   0.236931E+03
   0.954007E-03   0.198003E+08   0.197971E+08   0.938698E+06   0.962793E+06   0.194559E+08   0.197982E+08   0.197998E+08   0.197984E+08  -0.455174E+00   0.977052E+07   0.976986E+07   0.228986E+03
   0.105336E-02   0.197641E+08   0.197607E+08   0.778583E+06   0.808129E+06   0.193499E+08   0.197616E+08   0.197636E+08   0.197619E+08  -0.454328E+00   0.975241E+07   0.975172E+07   0.218283E+03
   0.116307E-02   0.197222E+08   0.197185E+08   0.548352E+06   0.558679E+06   0.192256E+08   0.197193E+08   0.197216E+08   0.197195E+08  -0.453349E+00   0.973147E+07   0.973075E+07   0.205224E+03
   0.128420E-02   0.196738E+08   0.196699E+08   0.318475E+06   0.304802E+06   0.190808E+08   0.196704E+08   0.196732E+08   0.196705E+08  -0.452219E+00   0.970730E+07   0.970657E+07   0.190266E+03
   0.141794E-02   0.196180E+08   0.196140E+08   0.198638E+06   0.174777E+06   0.189138E+08   0.196141E+08   0.196174E+08   0.196142E+08  -0.450920E+00   0.967949E+07   0.967875E+07   0.173965E+03
   0.156562E-02   0.195540E+08   0.195499E+08   0.182867E+06  -0.259452E+06   0.187225E+08   0.195494E+08   0.195533E+08   0.195494E+08  -0.449428E+00   0.964759E+07   0.964685E+07   0.157054E+03
   0.172867E-02   0.194806E+08   0.194764E+08   0.144714E+06  -0.212006E+06   0.185052E+08   0.194753E+08   0.194799E+08   0.194754E+08  -0.447723E+00   0.961105E+07   0.961033E+07   0.140405E+03
   0.190871E-02   0.193967E+08   0.193926E+08   0.524137E+05  -0.173142E+06   0.182609E+08   0.193908E+08   0.193961E+08   0.193908E+08  -0.445777E+00   0.956936E+07   0.956865E+07   0.124828E+03
   0.210750E-02   0.193014E+08   0.192973E+08   0.231841E+05  -0.141318E+06   0.179884E+08   0.192946E+08   0.193007E+08   0.192946E+08  -0.443564E+00   0.952194E+07   0.952124E+07   0.110913E+03
   0.232699E-02   0.191932E+08   0.191890E+08   0.388437E+05  -0.115265E+06   0.176876E+08   0.191855E+08   0.191925E+08   0.191855E+08  -0.441055E+00   0.946817E+07   0.946748E+07   0.990048E+02
   0.256934E-02   0.190709E+08   0.190667E+08   0.413983E+04  -0.939431E+05   0.173585E+08   0.190623E+08   0.190702E+08   0.190623E+08  -0.438221E+00   0.940745E+07   0.940676E+07   0.891018E+02
   0.283692E-02   0.189333E+08   0.189289E+08   0.361565E+04  -0.765014E+05   0.170009E+08   0.189236E+08   0.189326E+08   0.189236E+08  -0.435032E+00   0.933912E+07   0.933843E+07   0.807668E+02
   0.313238E-02   0.187790E+08   0.187744E+08  -0.370454E+04  -0.622401E+05   0.166147E+08   0.187682E+08   0.187783E+08   0.187682E+08  -0.431459E+00   0.926255E+07   0.926186E+07   0.733795E+02
   0.345861E-02   0.186067E+08   0.186018E+08  -0.904574E+04  -0.505856E+05   0.161989E+08   0.185948E+08   0.186059E+08   0.185947E+08  -0.427471E+00   0.917709E+07   0.917641E+07   0.664104E+02
   0.381881E-02   0.184152E+08   0.184100E+08  -0.152491E+05  -0.410674E+05   0.157526E+08   0.184019E+08   0.184143E+08   0.184019E+08  -0.423038E+00   0.908210E+07   0.908142E+07   0.597107E+02
   0.421653E-02   0.182030E+08   0.181975E+08  -0.588315E+04  -0.332992E+05   0.152748E+08   0.181885E+08   0.182021E+08   0.181885E+08  -0.418130E+00   0.897692E+07   0.897625E+07   0.535106E+02
   0.465567E-02   0.179688E+08   0.179629E+08  -0.769092E+04  -0.269641E+05   0.147653E+08   0.179530E+08   0.179678E+08   0.179530E+08  -0.412716E+00   0.886090E+07   0.886023E+07   0.480794E+02
   0.514055E-02   0.177114E+08   0.177050E+08  -0.947030E+04  -0.218022E+05   0.142252E+08   0.176941E+08   0.177103E+08   0.176941E+08  -0.406765E+00   0.873338E+07   0.873271E+07   0.433615E+02
   0.567592E-02   0.174298E+08   0.174228E+08  -0.643733E+04  -0.176006E+05   0.136317E+08   0.174110E+08   0.174287E+08   0.174110E+08  -0.400257E+00   0.859390E+07   0.859324E+07   0.390687E+02
   0.626705E-02   0.171218E+08   0.171141E+08  -0.620581E+04  -0.141832E+05   0.130167E+08   0.171015E+08   0.171206E+08   0.171015E+08  -0.393141E+00   0.844138E+07   0.844072E+07   0.350917E+02
   0.691975E-02   0.167865E+08   0.167779E+08  -0.495807E+04  -0.114073E+05   0.123684E+08   0.167646E+08   0.167851E+08   0.167646E+08  -0.385395E+00   0.827536E+07   0.827471E+07   0.315605E+02
   0.764042E-02   0.164222E+08   0.164125E+08  -0.520741E+04  -0.915485E+04   0.116950E+08   0.163987E+08   0.164206E+08   0.163987E+08  -0.376983E+00   0.809505E+07   0.809440E+07   0.284421E+02
   0.843615E-02   0.160282E+08   0.160173E+08  -0.444217E+04  -0.733005E+04   0.110055E+08   0.160030E+08   0.160264E+08   0.160030E+08  -0.367889E+00   0.790007E+07   0.789943E+07   0.256125E+02
   0.931475E-02   0.156031E+08   0.155907E+08  -0.323630E+04  -0.585385E+04   0.103000E+08   0.155764E+08   0.156011E+08   0.155764E+08  -0.358081E+00   0.768979E+07   0.768915E+07   0.230955E+02
   0.102849E-01   0.151456E+08   0.151315E+08  -0.307522E+04  -0.466154E+04   0.957852E+07   0.151174E+08   0.151433E+08   0.151174E+08  -0.347529E+00   0.746352E+07   0.746288E+07   0.208553E+02
   0.113560E-01   0.146544E+08   0.146383E+08  -0.241072E+04  -0.370023E+04   0.884740E+07   0.146248E+08   0.146518E+08   0.146248E+08  -0.336204E+00   0.722067E+07   0.722002E+07   0.188560E+02
   0.125387E-01   0.141286E+08   0.141102E+08  -0.180539E+04  -0.292670E+04   0.811468E+07   0.140977E+08   0.141256E+08   0.140977E+08  -0.324086E+00   0.696075E+07   0.696011E+07   0.170801E+02
   0.138445E-01   0.135673E+08   0.135462E+08  -0.167501E+04  -0.230565E+04   0.738635E+07   0.135351E+08   0.135638E+08   0.135351E+08  -0.311154E+00   0.668335E+07   0.668271E+07   0.154984E+02
   0.152864E-01   0.129700E+08   0.129458E+08  -0.132481E+04  -0.180826E+04   0.666538E+07   0.129367E+08   0.129660E+08   0.129367E+08  -0.297398E+00   0.638823E+07   0.638759E+07   0.140863E+02
   0.168785E-01   0.123368E+08   0.123094E+08  -0.102140E+04  -0.141107E+04   0.596143E+07   0.123027E+08   0.123323E+08   0.123027E+08  -0.282822E+00   0.607549E+07   0.607484E+07   0.128199E+02
   0.186363E-01   0.116690E+08   0.116379E+08  -0.913097E+03  -0.109497E+04   0.527964E+07   0.116342E+08   0.116639E+08   0.116342E+08  -0.267455E+00   0.574571E+07   0.574506E+07   0.116731E+02
   0.205772E-01   0.109692E+08   0.109343E+08  -0.558148E+03  -0.844427E+03   0.462733E+07   0.109340E+08   0.109634E+08   0.109340E+08  -0.251358E+00   0.540021E+07   0.539955E+07   0.106206E+02
   0.227203E-01   0.102421E+08   0.102034E+08  -0.470135E+03  -0.646833E+03   0.401087E+07   0.102068E+08   0.102357E+08   0.102068E+08  -0.234640E+00   0.504134E+07   0.504068E+07   0.963721E+01
   0.250865E-01   0.949516E+07   0.945295E+07  -0.379560E+03  -0.491948E+03   0.343708E+07   0.946008E+07   0.948820E+07   0.946008E+07  -0.217474E+00   0.467281E+07   0.467216E+07   0.869662E+01
   0.276992E-01   0.873936E+07   0.869416E+07  -0.264001E+03  -0.371454E+03   0.291137E+07   0.870486E+07   0.873190E+07   0.870486E+07  -0.200113E+00   0.430003E+07   0.429938E+07   0.777673E+01
   0.305840E-01   0.798931E+07   0.794209E+07  -0.230652E+03  -0.278575E+03   0.243867E+07   0.795576E+07   0.798152E+07   0.795576E+07  -0.182892E+00   0.393022E+07   0.392959E+07   0.685979E+01
   0.337692E-01   0.726311E+07   0.721528E+07  -0.154473E+03  -0.207761E+03   0.202255E+07   0.723091E+07   0.725522E+07   0.723091E+07  -0.166229E+00   0.357234E+07   0.357174E+07   0.593437E+01
   0.372862E-01   0.658100E+07   0.653439E+07  -0.116986E+03  -0.154437E+03   0.166464E+07   0.655050E+07   0.657331E+07   0.655050E+07  -0.150587E+00   0.323636E+07   0.323581E+07   0.500064E+01
   0.411695E-01   0.596239E+07   0.591912E+07  -0.884503E+02  -0.114792E+03   0.136408E+07   0.593391E+07   0.595525E+07   0.593391E+07  -0.136412E+00   0.293188E+07   0.293138E+07   0.407358E+01
   0.452864E-01   0.543856E+07   0.540045E+07   0.947415E+02  -0.865565E+02   0.112520E+07   0.541226E+07   0.543227E+07   0.541226E+07  -0.124420E+00   0.267426E+07   0.267383E+07   0.321721E+01
   0.494033E-01   0.502968E+07   0.499757E+07   0.736149E+02  -0.672820E+02   0.946162E+06   0.500543E+07   0.502438E+07   0.500543E+07  -0.115068E+00   0.247334E+07   0.247297E+07   0.250235E+01
   0.535203E-01   0.470006E+07   0.467395E+07   0.586115E+02  -0.535873E+02   0.807807E+06   0.467768E+07   0.469575E+07   0.467768E+07  -0.107534E+00   0.231147E+07   0.231116E+07   0.193275E+01
   0.576372E-01   0.442234E+07   0.440149E+07   0.475501E+02  -0.434869E+02   0.697467E+06   0.440161E+07   0.441890E+07   0.440161E+07  -0.101187E+00   0.217511E+07   0.217485E+07   0.150456E+01
   0.617542E-01   0.417668E+07   0.415987E+07   0.391192E+02  -0.357859E+02   0.606832E+06   0.415733E+07   0.417391E+07   0.415733E+07  -0.955713E-01   0.205445E+07   0.205423E+07   0.120496E+01
   0.658711E-01   0.394488E+07   0.393065E+07   0.324716E+02  -0.297123E+02   0.529878E+06   0.392668E+07   0.394254E+07   0.392668E+07  -0.902689E-01   0.194052E+07   0.194032E+07   0.101265E+01
   0.699881E-01   0.371529E+07   0.370219E+07   0.270862E+02  -0.247906E+02   0.462848E+06   0.369802E+07   0.371313E+07   0.369802E+07  -0.850124E-01   0.182756E+07   0.182737E+07   0.901857E+00
   0.741050E-01   0.348401E+07   0.347086E+07   0.226521E+02  -0.207373E+02   0.403755E+06   0.346754E+07   0.348184E+07   0.346754E+07  -0.797138E-01   0.171369E+07   0.171350E+07   0.845852E+00
   0.782220E-01   0.325477E+07   0.324078E+07   0.189884E+02  -0.173875E+02   0.351834E+06   0.323899E+07   0.325247E+07   0.323899E+07  -0.744598E-01   0.160077E+07   0.160058E+07   0.820090E+00
   0.823389E-01   0.303403E+07   0.301886E+07   0.159708E+02  -0.146276E+02   0.306701E+06   0.301886E+07   0.303152E+07   0.301886E+07  -0.693995E-01   0.149201E+07   0.149181E+07   0.804231E+00
   0.864559E-01   0.282822E+07   0.281197E+07   0.135000E+02  -0.123672E+02   0.267991E+06   0.281366E+07   0.282554E+07   0.281366E+07  -0.646821E-01   0.139061E+07   0.139041E+07   0.783572E+00
   0.925569E-01   0.256105E+07   0.254404E+07   0.106629E+02  -0.977079E+01   0.221388E+06   0.254739E+07   0.255824E+07   0.254739E+07  -0.585609E-01   0.125904E+07   0.125884E+07   0.727479E+00
   0.986580E-01   0.234749E+07   0.233114E+07   0.860087E+01  -0.788285E+01   0.185956E+06   0.233476E+07   0.234480E+07   0.233476E+07  -0.536730E-01   0.115397E+07   0.115378E+07   0.638303E+00
   0.104759E+00   0.218724E+07   0.217282E+07   0.710743E+01  -0.651495E+01   0.159420E+06   0.217545E+07   0.218486E+07   0.217545E+07  -0.500106E-01   0.107524E+07   0.107508E+07   0.529820E+00
   0.110860E+00   0.206757E+07   0.205571E+07   0.600002E+01  -0.550033E+01   0.139172E+06   0.205666E+07   0.206561E+07   0.205666E+07  -0.472798E-01   0.101654E+07   0.101640E+07   0.422882E+00
   0.116961E+00   0.196965E+07   0.196024E+07   0.513575E+01  -0.470836E+01   0.122846E+06   0.195952E+07   0.196810E+07   0.195952E+07  -0.450467E-01   0.968538E+06   0.968421E+06   0.335485E+00
   0.123062E+00   0.187582E+07   0.186811E+07   0.441846E+01  -0.405108E+01   0.108726E+06   0.186634E+07   0.187454E+07   0.186634E+07  -0.429046E-01   0.922489E+06   0.922387E+06   0.276861E+00
   0.129163E+00   0.177498E+07   0.176800E+07   0.379519E+01  -0.347998E+01   0.958696E+05   0.176603E+07   0.177382E+07   0.176603E+07  -0.405985E-01   0.872916E+06   0.872821E+06   0.246252E+00
   0.135264E+00   0.166573E+07   0.165862E+07   0.324714E+01  -0.297781E+01   0.840456E+05   0.165721E+07   0.166455E+07   0.165721E+07  -0.380970E-01   0.819137E+06   0.819042E+06   0.235496E+00
   0.141365E+00   0.155422E+07   0.154653E+07   0.277336E+01  -0.254367E+01   0.734273E+05   0.154608E+07   0.155296E+07   0.154608E+07  -0.355422E-01   0.764215E+06   0.764116E+06   0.233416E+00
   0.147466E+00   0.144861E+07   0.144034E+07   0.237496E+01  -0.217854E+01   0.642222E+05   0.144082E+07   0.144725E+07   0.144082E+07  -0.331225E-01   0.712193E+06   0.712091E+06   0.230057E+00
   0.153567E+00   0.135609E+07   0.134759E+07   0.204980E+01  -0.188047E+01   0.565351E+05   0.134865E+07   0.135468E+07   0.134865E+07  -0.310036E-01   0.666639E+06   0.666538E+06   0.219552E+00
   0.159668E+00   0.128109E+07   0.127288E+07   0.179117E+01  -0.164332E+01   0.503238E+05   0.127402E+07   0.127973E+07   0.127402E+07  -0.292880E-01   0.629753E+06   0.629657E+06   0.200918E+00
   0.165769E+00   0.122293E+07   0.121547E+07   0.158636E+01  -0.145547E+01   0.453498E+05   0.121624E+07   0.122170E+07   0.121624E+07  -0.279596E-01   0.601192E+06   0.601104E+06   0.176939E+00
   0.171870E+00   0.117644E+07   0.116994E+07   0.141977E+01  -0.130264E+01   0.412549E+05   0.117010E+07   0.117537E+07   0.117010E+07  -0.268990E-01   0.578389E+06   0.578311E+06   0.152154E+00
   0.177971E+00   0.113537E+07   0.112978E+07   0.127799E+01  -0.117258E+01   0.377108E+05   0.112935E+07   0.113445E+07   0.112935E+07  -0.259622E-01   0.558248E+06   0.558178E+06   0.130834E+00
   0.184073E+00   0.109449E+07   0.108955E+07   0.115173E+01  -0.105675E+01   0.344827E+05   0.108875E+07   0.109367E+07   0.108875E+07  -0.250288E-01   0.538180E+06   0.538117E+06   0.115518E+00
   0.190174E+00   0.105046E+07   0.104583E+07   0.103560E+01  -0.950241E+00   0.314357E+05   0.104496E+07   0.104969E+07   0.104496E+07  -0.240222E-01   0.516537E+06   0.516476E+06   0.106486E+00
   0.196275E+00   0.100288E+07   0.998257E+06   0.928129E+00  -0.851674E+00   0.285435E+05   0.997596E+06   0.100212E+07   0.997596E+06  -0.229333E-01   0.493126E+06   0.493066E+06   0.102185E+00
   0.202376E+00   0.954044E+06   0.949254E+06   0.830408E+00  -0.762052E+00   0.258567E+05   0.948944E+06   0.953254E+06   0.948944E+06  -0.218149E-01   0.469079E+06   0.469018E+06   0.100159E+00
   0.208477E+00   0.907082E+06   0.902120E+06   0.743912E+00  -0.682720E+00   0.234378E+05   0.902161E+06   0.906263E+06   0.902161E+06  -0.207394E-01   0.445955E+06   0.445894E+06   0.980336E-01
   0.214578E+00   0.864681E+06   0.859669E+06   0.669329E+00  -0.614304E+00   0.213254E+05   0.859939E+06   0.863854E+06   0.859939E+06  -0.197688E-01   0.425086E+06   0.425025E+06   0.942629E-01
   0.220679E+00   0.828522E+06   0.823640E+06   0.606346E+00  -0.556518E+00   0.195257E+05   0.823961E+06   0.827717E+06   0.823961E+06  -0.189417E-01   0.407303E+06   0.407244E+06   0.884388E-01
   0.226780E+00   0.798647E+06   0.794057E+06   0.553465E+00  -0.507992E+00   0.180045E+05   0.794266E+06   0.797890E+06   0.794266E+06  -0.182591E-01   0.392624E+06   0.392569E+06   0.811280E-01
   0.232881E+00   0.773384E+06   0.769175E+06   0.508270E+00  -0.466512E+00   0.166950E+05   0.769177E+06   0.772690E+06   0.769177E+06  -0.176823E-01   0.380223E+06   0.380172E+06   0.734193E-01
   0.238982E+00   0.750385E+06   0.746550E+06   0.468322E+00  -0.429848E+00   0.155257E+05   0.746341E+06   0.749752E+06   0.746341E+06  -0.171573E-01   0.368935E+06   0.368887E+06   0.664270E-01
   0.245083E+00   0.727723E+06   0.724181E+06   0.431864E+00  -0.396388E+00   0.144442E+05   0.723827E+06   0.727139E+06   0.723827E+06  -0.166398E-01   0.357806E+06   0.357762E+06   0.609058E-01
   0.251184E+00   0.704270E+06   0.700900E+06   0.397891E+00  -0.365213E+00   0.134211E+05   0.700506E+06   0.703714E+06   0.700506E+06  -0.161037E-01   0.346279E+06   0.346236E+06   0.570624E-01
   0.257285E+00   0.679736E+06   0.676427E+06   0.366022E+00  -0.335971E+00   0.124468E+05   0.676092E+06   0.679190E+06   0.676092E+06  -0.155424E-01   0.334211E+06   0.334169E+06   0.545955E-01
   0.263386E+00   0.654693E+06   0.651374E+06   0.336375E+00  -0.308768E+00   0.115282E+05   0.651159E+06   0.654145E+06   0.651159E+06  -0.149692E-01   0.321887E+06   0.321845E+06   0.529068E-01
   0.269487E+00   0.630288E+06   0.626945E+06   0.309320E+00  -0.283944E+00   0.106805E+05   0.626860E+06   0.629736E+06   0.626860E+06  -0.144106E-01   0.309876E+06   0.309834E+06   0.513628E-01
   0.275588E+00   0.607641E+06   0.604308E+06   0.285136E+00  -0.261751E+00   0.991638E+04   0.604316E+06   0.607091E+06   0.604316E+06  -0.138924E-01   0.298732E+06   0.298692E+06   0.495029E-01
   0.281689E+00   0.587356E+06   0.584090E+06   0.263801E+00  -0.242170E+00   0.923786E+04   0.584133E+06   0.586817E+06   0.584133E+06  -0.134284E-01   0.288756E+06   0.288716E+06   0.471420E-01
   0.287790E+00   0.569433E+06   0.566294E+06   0.245022E+00  -0.224935E+00   0.863732E+04   0.566311E+06   0.568915E+06   0.566311E+06  -0.130187E-01   0.279946E+06   0.279908E+06   0.443648E-01
