#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.293891E+00   0.553452E+06   0.550476E+06   0.228366E+00  -0.209645E+00   0.810160E+04   0.550429E+06   0.552961E+06   0.550429E+06  -0.126536E-01   0.272095E+06   0.272059E+06   0.414344E-01
   0.299992E+00   0.538742E+06   0.535934E+06   0.213352E+00  -0.195862E+00   0.761552E+04   0.535813E+06   0.538278E+06   0.535813E+06  -0.123176E-01   0.264870E+06   0.264835E+06   0.386589E-01
   0.306093E+00   0.524553E+06   0.521890E+06   0.199539E+00  -0.183182E+00   0.716469E+04   0.521712E+06   0.524114E+06   0.521712E+06  -0.119934E-01   0.257900E+06   0.257866E+06   0.362718E-01
   0.312194E+00   0.510325E+06   0.507765E+06   0.186614E+00  -0.171319E+00   0.673894E+04   0.507564E+06   0.509902E+06   0.507564E+06  -0.116682E-01   0.250906E+06   0.250874E+06   0.343685E-01
   0.318295E+00   0.495881E+06   0.493384E+06   0.174445E+00  -0.160150E+00   0.633429E+04   0.493196E+06   0.495469E+06   0.493196E+06  -0.113379E-01   0.243804E+06   0.243773E+06   0.329041E-01
   0.324397E+00   0.481393E+06   0.478928E+06   0.163034E+00  -0.149677E+00   0.595151E+04   0.478779E+06   0.480986E+06   0.478779E+06  -0.110065E-01   0.236678E+06   0.236647E+06   0.317361E-01
   0.330498E+00   0.467202E+06   0.464759E+06   0.152436E+00  -0.139949E+00   0.559327E+04   0.464656E+06   0.466799E+06   0.464656E+06  -0.106818E-01   0.229696E+06   0.229666E+06   0.306886E-01
   0.336599E+00   0.453678E+06   0.451262E+06   0.142702E+00  -0.131015E+00   0.526216E+04   0.451198E+06   0.453280E+06   0.451198E+06  -0.103724E-01   0.223044E+06   0.223014E+06   0.296155E-01
   0.342700E+00   0.441088E+06   0.438717E+06   0.133844E+00  -0.122884E+00   0.495923E+04   0.438672E+06   0.440697E+06   0.438672E+06  -0.100845E-01   0.216852E+06   0.216823E+06   0.284398E-01
   0.348801E+00   0.429502E+06   0.427196E+06   0.125809E+00  -0.115507E+00   0.468316E+04   0.427149E+06   0.429122E+06   0.427149E+06  -0.981957E-02   0.211156E+06   0.211128E+06   0.271614E-01
   0.354902E+00   0.418810E+06   0.416583E+06   0.118496E+00  -0.108794E+00   0.443077E+04   0.416519E+06   0.418443E+06   0.416519E+06  -0.957519E-02   0.205901E+06   0.205874E+06   0.258377E-01
   0.361003E+00   0.408788E+06   0.406644E+06   0.111785E+00  -0.102633E+00   0.419801E+04   0.406556E+06   0.408434E+06   0.406556E+06  -0.934615E-02   0.200976E+06   0.200950E+06   0.245510E-01
   0.367104E+00   0.399168E+06   0.397101E+06   0.105557E+00  -0.969157E-01   0.398084E+04   0.396992E+06   0.398827E+06   0.396992E+06  -0.912630E-02   0.196249E+06   0.196223E+06   0.233739E-01
   0.373205E+00   0.389736E+06   0.387734E+06   0.997214E-01  -0.915580E-01   0.377611E+04   0.387614E+06   0.389406E+06   0.387614E+06  -0.891071E-02   0.191613E+06   0.191588E+06   0.223463E-01
   0.379306E+00   0.380395E+06   0.378442E+06   0.942249E-01  -0.865122E-01   0.358210E+04   0.378323E+06   0.380072E+06   0.378323E+06  -0.869712E-02   0.187020E+06   0.186996E+06   0.214686E-01
   0.385407E+00   0.371152E+06   0.369236E+06   0.890470E-01  -0.817589E-01   0.339826E+04   0.369129E+06   0.370836E+06   0.369129E+06  -0.848576E-02   0.182475E+06   0.182451E+06   0.207084E-01
   0.391508E+00   0.362091E+06   0.360205E+06   0.841854E-01  -0.772960E-01   0.322471E+04   0.360114E+06   0.361780E+06   0.360114E+06  -0.827852E-02   0.178019E+06   0.177995E+06   0.200175E-01
   0.397609E+00   0.353335E+06   0.351478E+06   0.796468E-01  -0.731295E-01   0.306189E+04   0.351402E+06   0.353028E+06   0.351402E+06  -0.807825E-02   0.173712E+06   0.173689E+06   0.193502E-01
   0.403710E+00   0.344988E+06   0.343165E+06   0.754318E-01  -0.692600E-01   0.291003E+04   0.343099E+06   0.344687E+06   0.343099E+06  -0.788737E-02   0.169608E+06   0.169585E+06   0.186764E-01
   0.409811E+00   0.337091E+06   0.335307E+06   0.715265E-01  -0.656747E-01   0.276878E+04   0.335244E+06   0.336796E+06   0.335244E+06  -0.770680E-02   0.165725E+06   0.165703E+06   0.179868E-01
   0.415912E+00   0.329627E+06   0.327888E+06   0.679059E-01  -0.623506E-01   0.263733E+04   0.327822E+06   0.329340E+06   0.327822E+06  -0.753618E-02   0.162056E+06   0.162035E+06   0.172912E-01
   0.422013E+00   0.322537E+06   0.320844E+06   0.645381E-01  -0.592586E-01   0.251459E+04   0.320772E+06   0.322257E+06   0.320772E+06  -0.737409E-02   0.158571E+06   0.158550E+06   0.166101E-01
   0.428114E+00   0.315725E+06   0.314078E+06   0.613875E-01  -0.563659E-01   0.239933E+04   0.313998E+06   0.315453E+06   0.313998E+06  -0.721839E-02   0.155223E+06   0.155202E+06   0.159649E-01
   0.434215E+00   0.309101E+06   0.307496E+06   0.584227E-01  -0.536439E-01   0.229040E+04   0.307412E+06   0.308836E+06   0.307412E+06  -0.706697E-02   0.151967E+06   0.151947E+06   0.153702E-01
   0.440316E+00   0.302616E+06   0.301047E+06   0.556228E-01  -0.510733E-01   0.218708E+04   0.300962E+06   0.302357E+06   0.300962E+06  -0.691871E-02   0.148778E+06   0.148759E+06   0.148302E-01
   0.443877E+00   0.298889E+06   0.297339E+06   0.540598E-01  -0.496382E-01   0.212922E+04   0.297256E+06   0.298634E+06   0.297256E+06  -0.683350E-02   0.146946E+06   0.146927E+06   0.145387E-01
   0.448339E+00   0.294287E+06   0.292758E+06   0.521731E-01  -0.479061E-01   0.205919E+04   0.292678E+06   0.294035E+06   0.292678E+06  -0.672826E-02   0.144683E+06   0.144664E+06   0.141931E-01
   0.452844E+00   0.289719E+06   0.288210E+06   0.503461E-01  -0.462287E-01   0.199117E+04   0.288134E+06   0.289470E+06   0.288134E+06  -0.662381E-02   0.142437E+06   0.142418E+06   0.138603E-01
   0.457395E+00   0.285200E+06   0.283710E+06   0.485791E-01  -0.446064E-01   0.192521E+04   0.283639E+06   0.284954E+06   0.283639E+06  -0.652046E-02   0.140215E+06   0.140196E+06   0.135368E-01
   0.461992E+00   0.280747E+06   0.279277E+06   0.468736E-01  -0.430405E-01   0.186138E+04   0.279210E+06   0.280505E+06   0.279210E+06  -0.641865E-02   0.138026E+06   0.138007E+06   0.132168E-01
   0.466635E+00   0.276379E+06   0.274929E+06   0.452303E-01  -0.415318E-01   0.179972E+04   0.274865E+06   0.276140E+06   0.274865E+06  -0.631876E-02   0.135878E+06   0.135860E+06   0.128975E-01
   0.471325E+00   0.272104E+06   0.270675E+06   0.436488E-01  -0.400798E-01   0.174023E+04   0.270613E+06   0.271868E+06   0.270613E+06  -0.622102E-02   0.133776E+06   0.133758E+06   0.125785E-01
   0.476062E+00   0.267922E+06   0.266516E+06   0.421269E-01  -0.386825E-01   0.168285E+04   0.266454E+06   0.267690E+06   0.266454E+06  -0.612541E-02   0.131720E+06   0.131702E+06   0.122591E-01
   0.480847E+00   0.263825E+06   0.262442E+06   0.406613E-01  -0.373368E-01   0.162746E+04   0.262380E+06   0.263597E+06   0.262380E+06  -0.603174E-02   0.129706E+06   0.129689E+06   0.119417E-01
   0.485679E+00   0.259804E+06   0.258444E+06   0.392487E-01  -0.360398E-01   0.157395E+04   0.258381E+06   0.259580E+06   0.258381E+06  -0.593982E-02   0.127729E+06   0.127712E+06   0.116292E-01
   0.490561E+00   0.255851E+06   0.254514E+06   0.378861E-01  -0.347887E-01   0.152220E+04   0.254449E+06   0.255630E+06   0.254449E+06  -0.584944E-02   0.125786E+06   0.125769E+06   0.113245E-01
   0.495490E+00   0.251954E+06   0.250640E+06   0.365703E-01  -0.335805E-01   0.147210E+04   0.250574E+06   0.251737E+06   0.250574E+06  -0.576035E-02   0.123870E+06   0.123853E+06   0.110310E-01
   0.500470E+00   0.248098E+06   0.246806E+06   0.352976E-01  -0.324120E-01   0.142352E+04   0.246740E+06   0.247885E+06   0.246740E+06  -0.567220E-02   0.121974E+06   0.121958E+06   0.107489E-01
   0.505500E+00   0.244276E+06   0.243004E+06   0.340655E-01  -0.312807E-01   0.137637E+04   0.242938E+06   0.244066E+06   0.242938E+06  -0.558481E-02   0.120095E+06   0.120079E+06   0.104788E-01
   0.510581E+00   0.240487E+06   0.239234E+06   0.328730E-01  -0.301858E-01   0.133062E+04   0.239170E+06   0.240281E+06   0.239170E+06  -0.549819E-02   0.118233E+06   0.118217E+06   0.102195E-01
   0.515712E+00   0.236742E+06   0.235507E+06   0.317202E-01  -0.291273E-01   0.128628E+04   0.235445E+06   0.236538E+06   0.235445E+06  -0.541255E-02   0.116391E+06   0.116375E+06   0.996954E-02
   0.520895E+00   0.233046E+06   0.231829E+06   0.306066E-01  -0.281048E-01   0.124335E+04   0.231769E+06   0.232845E+06   0.231769E+06  -0.532804E-02   0.114574E+06   0.114558E+06   0.972598E-02
   0.526130E+00   0.229404E+06   0.228204E+06   0.295316E-01  -0.271178E-01   0.120181E+04   0.228146E+06   0.229206E+06   0.228146E+06  -0.524477E-02   0.112783E+06   0.112768E+06   0.948741E-02
   0.531418E+00   0.225820E+06   0.224638E+06   0.284945E-01  -0.261656E-01   0.116165E+04   0.224582E+06   0.225625E+06   0.224582E+06  -0.516282E-02   0.111021E+06   0.111006E+06   0.925186E-02
   0.536758E+00   0.222299E+06   0.221136E+06   0.274949E-01  -0.252477E-01   0.112284E+04   0.221081E+06   0.222108E+06   0.221081E+06  -0.508234E-02   0.109290E+06   0.109276E+06   0.901972E-02
   0.542153E+00   0.218845E+06   0.217700E+06   0.265316E-01  -0.243632E-01   0.108537E+04   0.217645E+06   0.218656E+06   0.217645E+06  -0.500336E-02   0.107592E+06   0.107578E+06   0.879018E-02
   0.547602E+00   0.215452E+06   0.214326E+06   0.256030E-01  -0.235106E-01   0.104916E+04   0.214271E+06   0.215266E+06   0.214271E+06  -0.492579E-02   0.105924E+06   0.105910E+06   0.856523E-02
   0.553105E+00   0.212113E+06   0.211005E+06   0.247071E-01  -0.226879E-01   0.101416E+04   0.210950E+06   0.211930E+06   0.210950E+06  -0.484945E-02   0.104282E+06   0.104269E+06   0.834533E-02
   0.558664E+00   0.208822E+06   0.207731E+06   0.238421E-01  -0.218936E-01   0.980283E+03   0.207677E+06   0.208642E+06   0.207677E+06  -0.477420E-02   0.102664E+06   0.102651E+06   0.813149E-02
   0.564279E+00   0.205574E+06   0.204501E+06   0.230065E-01  -0.211264E-01   0.947488E+03   0.204447E+06   0.205397E+06   0.204447E+06  -0.469995E-02   0.101067E+06   0.101054E+06   0.792431E-02
   0.569950E+00   0.202368E+06   0.201312E+06   0.221992E-01  -0.203851E-01   0.915734E+03   0.201259E+06   0.202194E+06   0.201259E+06  -0.462666E-02   0.994914E+05   0.994782E+05   0.772439E-02
   0.575678E+00   0.199202E+06   0.198162E+06   0.214191E-01  -0.196689E-01   0.884984E+03   0.198110E+06   0.199030E+06   0.198110E+06  -0.455427E-02   0.979348E+05   0.979218E+05   0.753075E-02
   0.581463E+00   0.196076E+06   0.195053E+06   0.206656E-01  -0.189769E-01   0.855214E+03   0.195001E+06   0.195907E+06   0.195001E+06  -0.448280E-02   0.963980E+05   0.963852E+05   0.734259E-02
   0.587307E+00   0.192994E+06   0.191986E+06   0.199379E-01  -0.183088E-01   0.826409E+03   0.191936E+06   0.192828E+06   0.191936E+06  -0.441234E-02   0.948828E+05   0.948702E+05   0.715930E-02
   0.593210E+00   0.189961E+06   0.188968E+06   0.192359E-01  -0.176642E-01   0.798561E+03   0.188919E+06   0.189797E+06   0.188919E+06  -0.434298E-02   0.933914E+05   0.933790E+05   0.697968E-02
   0.599172E+00   0.186976E+06   0.185999E+06   0.185587E-01  -0.170424E-01   0.771641E+03   0.185950E+06   0.186815E+06   0.185950E+06  -0.427474E-02   0.919240E+05   0.919118E+05   0.680381E-02
   0.605194E+00   0.184039E+06   0.183077E+06   0.179055E-01  -0.164425E-01   0.745618E+03   0.183029E+06   0.183880E+06   0.183029E+06  -0.420759E-02   0.904800E+05   0.904680E+05   0.663151E-02
   0.611276E+00   0.181150E+06   0.180204E+06   0.172754E-01  -0.158640E-01   0.720473E+03   0.180157E+06   0.180994E+06   0.180157E+06  -0.414155E-02   0.890599E+05   0.890480E+05   0.646278E-02
   0.617419E+00   0.178309E+06   0.177377E+06   0.166677E-01  -0.153059E-01   0.696170E+03   0.177330E+06   0.178155E+06   0.177330E+06  -0.407658E-02   0.876627E+05   0.876510E+05   0.629790E-02
   0.623625E+00   0.175509E+06   0.174592E+06   0.160811E-01  -0.147673E-01   0.672665E+03   0.174546E+06   0.175357E+06   0.174546E+06  -0.401256E-02   0.862862E+05   0.862747E+05   0.613753E-02
   0.629892E+00   0.172747E+06   0.171845E+06   0.155146E-01  -0.142471E-01   0.649922E+03   0.171799E+06   0.172598E+06   0.171799E+06  -0.394942E-02   0.849284E+05   0.849171E+05   0.598180E-02
   0.636222E+00   0.170024E+06   0.169137E+06   0.149677E-01  -0.137449E-01   0.627922E+03   0.169091E+06   0.169878E+06   0.169091E+06  -0.388717E-02   0.835898E+05   0.835787E+05   0.583019E-02
   0.642617E+00   0.167341E+06   0.166468E+06   0.144398E-01  -0.132602E-01   0.606643E+03   0.166423E+06   0.167197E+06   0.166423E+06  -0.382583E-02   0.822708E+05   0.822598E+05   0.568308E-02
   0.649075E+00   0.164697E+06   0.163837E+06   0.139302E-01  -0.127922E-01   0.586064E+03   0.163793E+06   0.164555E+06   0.163793E+06  -0.376537E-02   0.809706E+05   0.809598E+05   0.553958E-02
   0.655599E+00   0.162090E+06   0.161244E+06   0.134382E-01  -0.123404E-01   0.566161E+03   0.161200E+06   0.161950E+06   0.161200E+06  -0.370577E-02   0.796890E+05   0.796784E+05   0.539974E-02
   0.662187E+00   0.159524E+06   0.158691E+06   0.129636E-01  -0.119046E-01   0.546924E+03   0.158649E+06   0.159387E+06   0.158649E+06  -0.364711E-02   0.784276E+05   0.784172E+05   0.526307E-02
   0.668842E+00   0.157000E+06   0.156180E+06   0.125058E-01  -0.114843E-01   0.528334E+03   0.156138E+06   0.156865E+06   0.156138E+06  -0.358940E-02   0.771865E+05   0.771762E+05   0.512954E-02
   0.675564E+00   0.154514E+06   0.153707E+06   0.120641E-01  -0.110787E-01   0.510366E+03   0.153666E+06   0.154381E+06   0.153666E+06  -0.353257E-02   0.759645E+05   0.759544E+05   0.499923E-02
   0.682354E+00   0.152066E+06   0.151272E+06   0.116378E-01  -0.106872E-01   0.492994E+03   0.151231E+06   0.151935E+06   0.151231E+06  -0.347660E-02   0.747609E+05   0.747509E+05   0.487199E-02
   0.689211E+00   0.149656E+06   0.148875E+06   0.112266E-01  -0.103096E-01   0.476205E+03   0.148835E+06   0.149527E+06   0.148835E+06  -0.342150E-02   0.735761E+05   0.735663E+05   0.474815E-02
   0.696138E+00   0.147282E+06   0.146513E+06   0.108297E-01  -0.994516E-02   0.459973E+03   0.146473E+06   0.147155E+06   0.146473E+06  -0.336722E-02   0.724088E+05   0.723992E+05   0.462754E-02
   0.703135E+00   0.144941E+06   0.144185E+06   0.104465E-01  -0.959332E-02   0.444275E+03   0.144146E+06   0.144816E+06   0.144146E+06  -0.331371E-02   0.712581E+05   0.712486E+05   0.450992E-02
   0.710201E+00   0.142636E+06   0.141891E+06   0.100768E-01  -0.925380E-02   0.429101E+03   0.141853E+06   0.142513E+06   0.141853E+06  -0.326100E-02   0.701248E+05   0.701154E+05   0.439572E-02
   0.717338E+00   0.140367E+06   0.139634E+06   0.972015E-02  -0.892629E-02   0.414439E+03   0.139596E+06   0.140246E+06   0.139596E+06  -0.320913E-02   0.690092E+05   0.690000E+05   0.428402E-02
   0.724548E+00   0.138131E+06   0.137410E+06   0.937589E-02  -0.861015E-02   0.400261E+03   0.137372E+06   0.138012E+06   0.137372E+06  -0.315800E-02   0.679099E+05   0.679008E+05   0.417544E-02
   0.731830E+00   0.135929E+06   0.135219E+06   0.904372E-02  -0.830513E-02   0.386559E+03   0.135183E+06   0.135812E+06   0.135183E+06  -0.310766E-02   0.668273E+05   0.668184E+05   0.406910E-02
   0.739185E+00   0.133762E+06   0.133064E+06   0.872332E-02  -0.801091E-02   0.373322E+03   0.133028E+06   0.133647E+06   0.133028E+06  -0.305812E-02   0.657620E+05   0.657532E+05   0.396561E-02
   0.746614E+00   0.131628E+06   0.130941E+06   0.841418E-02  -0.772703E-02   0.360528E+03   0.130905E+06   0.131515E+06   0.130905E+06  -0.300933E-02   0.647129E+05   0.647042E+05   0.386487E-02
   0.754117E+00   0.129525E+06   0.128849E+06   0.811579E-02  -0.745302E-02   0.348160E+03   0.128814E+06   0.129414E+06   0.128814E+06  -0.296125E-02   0.636790E+05   0.636705E+05   0.376657E-02
   0.761697E+00   0.127455E+06   0.126790E+06   0.782794E-02  -0.718869E-02   0.336208E+03   0.126755E+06   0.127345E+06   0.126755E+06  -0.291393E-02   0.626613E+05   0.626529E+05   0.367068E-02
   0.769352E+00   0.125417E+06   0.124762E+06   0.755022E-02  -0.693366E-02   0.324661E+03   0.124728E+06   0.125309E+06   0.124728E+06  -0.286733E-02   0.616592E+05   0.616509E+05   0.357740E-02
   0.777083E+00   0.123409E+06   0.122764E+06   0.728221E-02  -0.668754E-02   0.313497E+03   0.122731E+06   0.123302E+06   0.122731E+06  -0.282141E-02   0.606718E+05   0.606637E+05   0.348629E-02
   0.784893E+00   0.121431E+06   0.120797E+06   0.702363E-02  -0.645009E-02   0.302711E+03   0.120764E+06   0.121327E+06   0.120764E+06  -0.277620E-02   0.596997E+05   0.596917E+05   0.339770E-02
   0.792782E+00   0.119485E+06   0.118861E+06   0.677420E-02  -0.622104E-02   0.292290E+03   0.118829E+06   0.119382E+06   0.118829E+06  -0.273171E-02   0.587428E+05   0.587350E+05   0.331123E-02
   0.800750E+00   0.117568E+06   0.116954E+06   0.653351E-02  -0.600001E-02   0.282221E+03   0.116922E+06   0.117467E+06   0.116922E+06  -0.268787E-02   0.578003E+05   0.577925E+05   0.322688E-02
   0.808798E+00   0.115680E+06   0.115077E+06   0.630133E-02  -0.578679E-02   0.272491E+03   0.115045E+06   0.115581E+06   0.115045E+06  -0.264473E-02   0.568724E+05   0.568648E+05   0.314475E-02
   0.816926E+00   0.113823E+06   0.113229E+06   0.607737E-02  -0.558113E-02   0.263093E+03   0.113197E+06   0.113725E+06   0.113197E+06  -0.260225E-02   0.559591E+05   0.559516E+05   0.306465E-02
   0.825136E+00   0.111992E+06   0.111408E+06   0.586123E-02  -0.538265E-02   0.254009E+03   0.111377E+06   0.111896E+06   0.111377E+06  -0.256041E-02   0.550592E+05   0.550518E+05   0.298669E-02
   0.833429E+00   0.110191E+06   0.109616E+06   0.565274E-02  -0.519119E-02   0.245234E+03   0.109585E+06   0.110096E+06   0.109585E+06  -0.251922E-02   0.541735E+05   0.541662E+05   0.291054E-02
   0.841805E+00   0.108417E+06   0.107851E+06   0.545161E-02  -0.500649E-02   0.236758E+03   0.107821E+06   0.108324E+06   0.107821E+06  -0.247867E-02   0.533015E+05   0.532943E+05   0.283650E-02
   0.850265E+00   0.106670E+06   0.106113E+06   0.525755E-02  -0.482828E-02   0.228566E+03   0.106084E+06   0.106578E+06   0.106084E+06  -0.243872E-02   0.524425E+05   0.524354E+05   0.276426E-02
   0.858810E+00   0.104951E+06   0.104403E+06   0.507037E-02  -0.465639E-02   0.220656E+03   0.104374E+06   0.104860E+06   0.104374E+06  -0.239941E-02   0.515972E+05   0.515902E+05   0.269381E-02
   0.867442E+00   0.103258E+06   0.102719E+06   0.488981E-02  -0.449058E-02   0.213014E+03   0.102691E+06   0.103169E+06   0.102691E+06  -0.236071E-02   0.507650E+05   0.507582E+05   0.262529E-02
   0.876160E+00   0.101591E+06   0.101060E+06   0.471558E-02  -0.433058E-02   0.205629E+03   0.101032E+06   0.101503E+06   0.101032E+06  -0.232259E-02   0.499453E+05   0.499386E+05   0.255830E-02
   0.884965E+00   0.999502E+05   0.994284E+05   0.454758E-02  -0.417630E-02   0.198499E+03   0.994010E+05   0.998641E+05   0.994010E+05  -0.228509E-02   0.491388E+05   0.491322E+05   0.249312E-02
   0.893859E+00   0.983349E+05   0.978216E+05   0.438549E-02  -0.402745E-02   0.191611E+03   0.977945E+05   0.982502E+05   0.977945E+05  -0.224816E-02   0.483447E+05   0.483382E+05   0.242972E-02
   0.902843E+00   0.967441E+05   0.962391E+05   0.422910E-02  -0.388383E-02   0.184957E+03   0.962125E+05   0.966608E+05   0.962125E+05  -0.221179E-02   0.475626E+05   0.475562E+05   0.236774E-02
   0.911917E+00   0.951787E+05   0.946819E+05   0.407828E-02  -0.374533E-02   0.178530E+03   0.946557E+05   0.950967E+05   0.946557E+05  -0.217600E-02   0.467930E+05   0.467867E+05   0.230744E-02
   0.921081E+00   0.936372E+05   0.931485E+05   0.393279E-02  -0.361172E-02   0.172323E+03   0.931227E+05   0.935566E+05   0.931227E+05  -0.214076E-02   0.460352E+05   0.460290E+05   0.224870E-02
   0.930338E+00   0.921198E+05   0.916390E+05   0.379244E-02  -0.348284E-02   0.166329E+03   0.916136E+05   0.920405E+05   0.916136E+05  -0.210607E-02   0.452892E+05   0.452831E+05   0.219133E-02
   0.939688E+00   0.906262E+05   0.901531E+05   0.365707E-02  -0.335852E-02   0.160538E+03   0.901281E+05   0.905481E+05   0.901281E+05  -0.207192E-02   0.445548E+05   0.445488E+05   0.213559E-02
   0.949133E+00   0.891552E+05   0.886898E+05   0.352646E-02  -0.323858E-02   0.154945E+03   0.886652E+05   0.890784E+05   0.886652E+05  -0.203829E-02   0.438317E+05   0.438257E+05   0.208115E-02
   0.958671E+00   0.877081E+05   0.872503E+05   0.340053E-02  -0.312293E-02   0.149546E+03   0.872261E+05   0.876326E+05   0.872261E+05  -0.200521E-02   0.431202E+05   0.431144E+05   0.202812E-02
   0.968306E+00   0.862829E+05   0.858325E+05   0.327903E-02  -0.301135E-02   0.144330E+03   0.858086E+05   0.862086E+05   0.858086E+05  -0.197262E-02   0.424195E+05   0.424138E+05   0.197648E-02
   0.978038E+00   0.848799E+05   0.844368E+05   0.316183E-02  -0.290373E-02   0.139293E+03   0.844134E+05   0.848068E+05   0.844134E+05  -0.194055E-02   0.417298E+05   0.417241E+05   0.192612E-02
   0.987867E+00   0.834993E+05   0.830635E+05   0.304881E-02  -0.279994E-02   0.134430E+03   0.830404E+05   0.834274E+05   0.830404E+05  -0.190898E-02   0.410510E+05   0.410455E+05   0.187701E-02
   0.997795E+00   0.821396E+05   0.817108E+05   0.293978E-02  -0.269981E-02   0.129732E+03   0.816881E+05   0.820689E+05   0.816881E+05  -0.187790E-02   0.403825E+05   0.403771E+05   0.182929E-02
   0.100782E+01   0.808017E+05   0.803799E+05   0.283463E-02  -0.260324E-02   0.125197E+03   0.803576E+05   0.807321E+05   0.803576E+05  -0.184731E-02   0.397248E+05   0.397194E+05   0.178268E-02
   0.101795E+01   0.794844E+05   0.790695E+05   0.273320E-02  -0.251010E-02   0.120817E+03   0.790475E+05   0.794159E+05   0.790475E+05  -0.181719E-02   0.390771E+05   0.390718E+05   0.173728E-02
   0.102818E+01   0.781878E+05   0.777796E+05   0.263537E-02  -0.242026E-02   0.116588E+03   0.777580E+05   0.781204E+05   0.777580E+05  -0.178755E-02   0.384397E+05   0.384345E+05   0.169303E-02
   0.103852E+01   0.769116E+05   0.765101E+05   0.254102E-02  -0.233361E-02   0.112505E+03   0.764888E+05   0.768454E+05   0.764888E+05  -0.175837E-02   0.378123E+05   0.378072E+05   0.164989E-02
   0.104895E+01   0.756554E+05   0.752605E+05   0.245003E-02  -0.225005E-02   0.108563E+03   0.752395E+05   0.755903E+05   0.752395E+05  -0.172965E-02   0.371947E+05   0.371896E+05   0.160791E-02
   0.105950E+01   0.744193E+05   0.740308E+05   0.236227E-02  -0.216946E-02   0.104756E+03   0.740101E+05   0.743552E+05   0.740101E+05  -0.170139E-02   0.365869E+05   0.365820E+05   0.156696E-02
   0.107014E+01   0.732020E+05   0.728199E+05   0.227762E-02  -0.209172E-02   0.101081E+03   0.727996E+05   0.731389E+05   0.727996E+05  -0.167356E-02   0.359885E+05   0.359836E+05   0.152708E-02
   0.108090E+01   0.720046E+05   0.716287E+05   0.219600E-02  -0.201676E-02   0.975333E+02   0.716087E+05   0.719426E+05   0.716087E+05  -0.164619E-02   0.353998E+05   0.353950E+05   0.148822E-02
   0.109176E+01   0.708256E+05   0.704558E+05   0.211727E-02  -0.194446E-02   0.941076E+02   0.704362E+05   0.707646E+05   0.704362E+05  -0.161923E-02   0.348202E+05   0.348154E+05   0.145034E-02
   0.110273E+01   0.696655E+05   0.693018E+05   0.204135E-02  -0.187474E-02   0.908007E+02   0.692825E+05   0.696055E+05   0.692825E+05  -0.159271E-02   0.342498E+05   0.342451E+05   0.141341E-02
   0.111382E+01   0.685236E+05   0.681659E+05   0.196813E-02  -0.180749E-02   0.876084E+02   0.681469E+05   0.684646E+05   0.681469E+05  -0.156660E-02   0.336884E+05   0.336838E+05   0.137749E-02
   0.112501E+01   0.673997E+05   0.670479E+05   0.189752E-02  -0.174265E-02   0.845265E+02   0.670291E+05   0.673417E+05   0.670291E+05  -0.154091E-02   0.331359E+05   0.331314E+05   0.134246E-02
   0.113632E+01   0.662940E+05   0.659479E+05   0.182943E-02  -0.168012E-02   0.815521E+02   0.659295E+05   0.662369E+05   0.659295E+05  -0.151563E-02   0.325923E+05   0.325878E+05   0.130831E-02
   0.114774E+01   0.652055E+05   0.648651E+05   0.176376E-02  -0.161981E-02   0.786804E+02   0.648469E+05   0.651493E+05   0.648469E+05  -0.149074E-02   0.320571E+05   0.320527E+05   0.127506E-02
   0.115927E+01   0.641344E+05   0.637996E+05   0.170044E-02  -0.156166E-02   0.759082E+02   0.637818E+05   0.640792E+05   0.637818E+05  -0.146625E-02   0.315306E+05   0.315263E+05   0.124266E-02
   0.117092E+01   0.630801E+05   0.627508E+05   0.163936E-02  -0.150557E-02   0.732323E+02   0.627333E+05   0.630258E+05   0.627333E+05  -0.144215E-02   0.310123E+05   0.310080E+05   0.121112E-02
   0.118269E+01   0.620429E+05   0.617190E+05   0.158048E-02  -0.145149E-02   0.706500E+02   0.617018E+05   0.619895E+05   0.617018E+05  -0.141844E-02   0.305023E+05   0.304981E+05   0.118038E-02
   0.119458E+01   0.610217E+05   0.607032E+05   0.152369E-02  -0.139933E-02   0.681569E+02   0.606862E+05   0.609692E+05   0.606862E+05  -0.139509E-02   0.300003E+05   0.299962E+05   0.115038E-02
   0.120658E+01   0.600172E+05   0.597039E+05   0.146893E-02  -0.134905E-02   0.657507E+02   0.596872E+05   0.599655E+05   0.596872E+05  -0.137213E-02   0.295064E+05   0.295024E+05   0.112122E-02
   0.121871E+01   0.590281E+05   0.587200E+05   0.141611E-02  -0.130054E-02   0.634280E+02   0.587035E+05   0.589773E+05   0.587035E+05  -0.134951E-02   0.290202E+05   0.290162E+05   0.109275E-02
   0.123096E+01   0.580554E+05   0.577523E+05   0.136520E-02  -0.125378E-02   0.611870E+02   0.577361E+05   0.580054E+05   0.577361E+05  -0.132727E-02   0.285419E+05   0.285380E+05   0.106505E-02
   0.124333E+01   0.570976E+05   0.567994E+05   0.131608E-02  -0.120868E-02   0.590230E+02   0.567836E+05   0.570484E+05   0.567836E+05  -0.130538E-02   0.280710E+05   0.280671E+05   0.103799E-02
   0.125583E+01   0.561553E+05   0.558621E+05   0.126873E-02  -0.116520E-02   0.569352E+02   0.558465E+05   0.561069E+05   0.558465E+05  -0.128383E-02   0.276078E+05   0.276040E+05   0.101170E-02
