#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.502908E-02   0.178816E+08   0.178785E+08  -0.226737E+05  -0.226808E+05   0.144541E+08   0.178651E+08   0.178811E+08   0.178651E+08  -0.408903E+00   0.885295E+07   0.885292E+07   0.189106E+01
   0.528693E-02   0.177444E+08   0.177411E+08  -0.203596E+05  -0.203660E+05   0.141720E+08   0.177272E+08   0.177439E+08   0.177272E+08  -0.405747E+00   0.878475E+07   0.878472E+07   0.196315E+01
   0.555800E-02   0.176009E+08   0.175972E+08  -0.182739E+05  -0.182797E+05   0.138816E+08   0.175829E+08   0.176002E+08   0.175829E+08  -0.402445E+00   0.871337E+07   0.871333E+07   0.203755E+01
   0.584296E-02   0.174512E+08   0.174472E+08  -0.163953E+05  -0.164004E+05   0.135585E+08   0.174324E+08   0.174506E+08   0.174324E+08  -0.399000E+00   0.863893E+07   0.863890E+07   0.211430E+01
   0.614254E-02   0.172943E+08   0.172899E+08  -0.147025E+05  -0.147071E+05   0.132460E+08   0.172747E+08   0.172936E+08   0.172747E+08  -0.395391E+00   0.856093E+07   0.856089E+07   0.219337E+01
   0.645747E-02   0.171305E+08   0.171256E+08  -0.131781E+05  -0.131822E+05   0.129246E+08   0.171101E+08   0.171297E+08   0.171101E+08  -0.391622E+00   0.847948E+07   0.847944E+07   0.227478E+01
   0.678855E-02   0.169596E+08   0.169542E+08  -0.118057E+05  -0.118094E+05   0.125948E+08   0.169383E+08   0.169587E+08   0.169383E+08  -0.387691E+00   0.839450E+07   0.839446E+07   0.235850E+01
   0.713661E-02   0.167813E+08   0.167754E+08  -0.105707E+05  -0.105740E+05   0.122580E+08   0.167592E+08   0.167804E+08   0.167592E+08  -0.383592E+00   0.830591E+07   0.830586E+07   0.244447E+01
   0.750251E-02   0.165957E+08   0.165892E+08  -0.945952E+04  -0.946250E+04   0.119155E+08   0.165728E+08   0.165946E+08   0.165728E+08  -0.379324E+00   0.821365E+07   0.821360E+07   0.253264E+01
   0.788717E-02   0.164024E+08   0.163953E+08  -0.846018E+04  -0.846284E+04   0.115689E+08   0.163786E+08   0.164012E+08   0.163786E+08  -0.374881E+00   0.811760E+07   0.811753E+07   0.262291E+01
   0.829156E-02   0.162013E+08   0.161935E+08  -0.756176E+04  -0.756413E+04   0.112184E+08   0.161767E+08   0.162000E+08   0.161767E+08  -0.370259E+00   0.801769E+07   0.801762E+07   0.271515E+01
   0.871667E-02   0.159922E+08   0.159838E+08  -0.675437E+04  -0.675649E+04   0.108641E+08   0.159669E+08   0.159908E+08   0.159669E+08  -0.365456E+00   0.791385E+07   0.791378E+07   0.280920E+01
   0.916359E-02   0.157751E+08   0.157658E+08  -0.602906E+04  -0.603096E+04   0.105053E+08   0.157489E+08   0.157735E+08   0.157489E+08  -0.360468E+00   0.780599E+07   0.780591E+07   0.290487E+01
   0.963341E-02   0.155497E+08   0.155396E+08  -0.537780E+04  -0.537949E+04   0.101421E+08   0.155228E+08   0.155480E+08   0.155228E+08  -0.355291E+00   0.769406E+07   0.769398E+07   0.300190E+01
   0.101273E-01   0.153159E+08   0.153048E+08  -0.479326E+04  -0.479477E+04   0.977498E+07   0.152882E+08   0.153140E+08   0.152882E+08  -0.349922E+00   0.757797E+07   0.757787E+07   0.309999E+01
   0.106466E-01   0.150735E+08   0.150615E+08  -0.426884E+04  -0.427018E+04   0.940505E+07   0.150451E+08   0.150715E+08   0.150451E+08  -0.344357E+00   0.745763E+07   0.745753E+07   0.319877E+01
   0.111924E-01   0.148224E+08   0.148093E+08  -0.379858E+04  -0.379977E+04   0.903337E+07   0.147932E+08   0.148202E+08   0.147932E+08  -0.338593E+00   0.733297E+07   0.733286E+07   0.329781E+01
   0.117663E-01   0.145624E+08   0.145481E+08  -0.337710E+04  -0.337816E+04   0.866101E+07   0.145325E+08   0.145601E+08   0.145325E+08  -0.332626E+00   0.720392E+07   0.720380E+07   0.339659E+01
   0.123695E-01   0.142934E+08   0.142779E+08  -0.299955E+04  -0.300049E+04   0.828854E+07   0.142628E+08   0.142909E+08   0.142628E+08  -0.326453E+00   0.707042E+07   0.707029E+07   0.349451E+01
   0.130037E-01   0.140153E+08   0.139985E+08  -0.266153E+04  -0.266237E+04   0.791759E+07   0.139841E+08   0.140125E+08   0.139841E+08  -0.320073E+00   0.693242E+07   0.693228E+07   0.359089E+01
   0.136705E-01   0.137280E+08   0.137098E+08  -0.235910E+04  -0.235985E+04   0.754776E+07   0.136962E+08   0.137250E+08   0.136962E+08  -0.313483E+00   0.678988E+07   0.678972E+07   0.368492E+01
   0.143714E-01   0.134315E+08   0.134117E+08  -0.208869E+04  -0.208934E+04   0.717921E+07   0.133991E+08   0.134282E+08   0.133991E+08  -0.306682E+00   0.664276E+07   0.664259E+07   0.377568E+01
   0.151082E-01   0.131256E+08   0.131043E+08  -0.184706E+04  -0.184764E+04   0.681322E+07   0.130927E+08   0.131221E+08   0.130927E+08  -0.299670E+00   0.649105E+07   0.649088E+07   0.386215E+01
   0.158828E-01   0.128106E+08   0.127875E+08  -0.163132E+04  -0.163184E+04   0.645153E+07   0.127771E+08   0.128068E+08   0.127771E+08  -0.292447E+00   0.633477E+07   0.633459E+07   0.394316E+01
   0.166971E-01   0.124863E+08   0.124615E+08  -0.143886E+04  -0.143931E+04   0.609491E+07   0.124524E+08   0.124822E+08   0.124524E+08  -0.285015E+00   0.617398E+07   0.617378E+07   0.401741E+01
   0.175532E-01   0.121531E+08   0.121264E+08  -0.126730E+04  -0.126770E+04   0.574364E+07   0.121188E+08   0.121487E+08   0.121188E+08  -0.277379E+00   0.600874E+07   0.600853E+07   0.408347E+01
   0.184532E-01   0.118111E+08   0.117826E+08  -0.111454E+04  -0.111489E+04   0.539844E+07   0.117765E+08   0.118064E+08   0.117765E+08  -0.269545E+00   0.583920E+07   0.583897E+07   0.413977E+01
   0.193993E-01   0.114608E+08   0.114303E+08  -0.978655E+03  -0.978962E+03   0.506054E+07   0.114259E+08   0.114558E+08   0.114259E+08  -0.261520E+00   0.566553E+07   0.566528E+07   0.418460E+01
   0.203939E-01   0.111026E+08   0.110701E+08  -0.857924E+03  -0.858193E+03   0.473119E+07   0.110675E+08   0.110972E+08   0.110675E+08  -0.253317E+00   0.548799E+07   0.548773E+07   0.421617E+01
   0.214396E-01   0.107372E+08   0.107027E+08  -0.750798E+03  -0.751034E+03   0.441079E+07   0.107020E+08   0.107315E+08   0.107020E+08  -0.244951E+00   0.530689E+07   0.530662E+07   0.423254E+01
   0.225388E-01   0.103654E+08   0.103289E+08  -0.655882E+03  -0.656087E+03   0.409996E+07   0.103301E+08   0.103593E+08   0.103301E+08  -0.236440E+00   0.512265E+07   0.512237E+07   0.423174E+01
   0.236944E-01   0.998815E+07   0.994974E+07  -0.571917E+03  -0.572096E+03   0.380011E+07   0.995297E+07   0.998182E+07   0.995297E+07  -0.227807E+00   0.493577E+07   0.493547E+07   0.421177E+01
   0.249092E-01   0.960678E+07   0.956652E+07  -0.497773E+03  -0.497929E+03   0.351181E+07   0.957173E+07   0.960014E+07   0.957173E+07  -0.219081E+00   0.474685E+07   0.474654E+07   0.417064E+01
   0.261863E-01   0.922269E+07   0.918072E+07  -0.432430E+03  -0.432566E+03   0.323560E+07   0.918786E+07   0.921577E+07   0.918786E+07  -0.210295E+00   0.455662E+07   0.455630E+07   0.410649E+01
   0.275289E-01   0.883759E+07   0.879409E+07  -0.374969E+03  -0.375087E+03   0.297231E+07   0.880308E+07   0.883042E+07   0.880308E+07  -0.201488E+00   0.436593E+07   0.436559E+07   0.401762E+01
   0.289404E-01   0.845345E+07   0.840865E+07  -0.324563E+03  -0.324665E+03   0.272259E+07   0.841935E+07   0.844606E+07   0.841935E+07  -0.192705E+00   0.417574E+07   0.417540E+07   0.390265E+01
   0.304242E-01   0.807249E+07   0.802669E+07  -0.280463E+03  -0.280551E+03   0.248685E+07   0.803891E+07   0.806494E+07   0.803891E+07  -0.183997E+00   0.398717E+07   0.398682E+07   0.376059E+01
   0.319841E-01   0.769717E+07   0.765073E+07  -0.241993E+03  -0.242069E+03   0.226564E+07   0.766420E+07   0.768952E+07   0.766420E+07  -0.175421E+00   0.380143E+07   0.380109E+07   0.359103E+01
   0.336239E-01   0.737146E+07   0.732476E+07  -0.209716E+03  -0.209781E+03   0.207080E+07   0.733906E+07   0.736376E+07   0.733906E+07  -0.167979E+00   0.364026E+07   0.363992E+07   0.339583E+01
   0.353478E-01   0.701797E+07   0.697149E+07  -0.180674E+03  -0.180730E+03   0.187955E+07   0.698636E+07   0.701031E+07   0.698636E+07  -0.159906E+00   0.346542E+07   0.346508E+07   0.317329E+01
   0.371602E-01   0.667581E+07   0.663007E+07  -0.155524E+03  -0.155573E+03   0.170261E+07   0.664510E+07   0.666827E+07   0.664510E+07  -0.152095E+00   0.329623E+07   0.329591E+07   0.292718E+01
   0.390654E-01   0.634963E+07   0.630517E+07  -0.133861E+03  -0.133903E+03   0.154050E+07   0.631989E+07   0.634230E+07   0.631989E+07  -0.144652E+00   0.313500E+07   0.313469E+07   0.266059E+01
   0.410683E-01   0.604245E+07   0.599982E+07  -0.115276E+03  -0.115312E+03   0.139298E+07   0.601376E+07   0.603542E+07   0.601376E+07  -0.137645E+00   0.298322E+07   0.298293E+07   0.237800E+01
   0.431740E-01   0.572946E+07   0.568922E+07  -0.989150E+02  -0.989459E+02   0.125375E+07   0.570197E+07   0.572283E+07   0.570197E+07  -0.130509E+00   0.282862E+07   0.282835E+07   0.208454E+01
   0.453875E-01   0.546331E+07   0.542595E+07  -0.853563E+02  -0.853830E+02   0.113358E+07   0.543697E+07   0.545715E+07   0.543697E+07  -0.124443E+00   0.269723E+07   0.269699E+07   0.178849E+01
   0.477146E-01   0.521813E+07   0.518407E+07  -0.737792E+02  -0.738022E+02   0.102552E+07   0.519298E+07   0.521252E+07   0.519298E+07  -0.118859E+00   0.257624E+07   0.257603E+07   0.149741E+01
   0.501610E-01   0.499202E+07   0.496156E+07  -0.638763E+02  -0.638963E+02   0.928338E+06   0.496806E+07   0.498700E+07   0.496806E+07  -0.113711E+00   0.246472E+07   0.246453E+07   0.122014E+01
   0.527328E-01   0.479755E+07   0.477083E+07  -0.555563E+02  -0.555737E+02   0.843318E+06   0.477472E+07   0.479315E+07   0.477472E+07  -0.109285E+00   0.236885E+07   0.236869E+07   0.966023E+00
   0.554365E-01   0.460185E+07   0.457880E+07  -0.482278E+02  -0.482428E+02   0.763820E+06   0.458015E+07   0.459805E+07   0.458015E+07  -0.104832E+00   0.227237E+07   0.227224E+07   0.742979E+00
   0.594218E-01   0.434642E+07   0.432799E+07  -0.396556E+02  -0.396680E+02   0.665062E+06   0.432621E+07   0.434338E+07   0.432621E+07  -0.990198E-01   0.214644E+07   0.214635E+07   0.498538E+00
   0.634071E-01   0.410713E+07   0.409208E+07  -0.329169E+02  -0.329272E+02   0.581386E+06   0.408820E+07   0.410465E+07   0.408820E+07  -0.935722E-01   0.202840E+07   0.202833E+07   0.347877E+00
   0.673925E-01   0.388566E+07   0.387259E+07  -0.275719E+02  -0.275805E+02   0.510479E+06   0.386776E+07   0.388351E+07   0.386776E+07  -0.885267E-01   0.191907E+07   0.191901E+07   0.276358E+00
   0.713778E-01   0.366486E+07   0.365249E+07  -0.231846E+02  -0.231919E+02   0.448140E+06   0.364782E+07   0.366282E+07   0.364782E+07  -0.834925E-01   0.180998E+07   0.180992E+07   0.263642E+00
   0.753631E-01   0.344718E+07   0.343449E+07  -0.195630E+02  -0.195691E+02   0.393400E+06   0.343085E+07   0.344509E+07   0.343085E+07  -0.785264E-01   0.170236E+07   0.170229E+07   0.287895E+00
   0.793485E-01   0.322605E+07   0.321240E+07  -0.165153E+02  -0.165205E+02   0.344458E+06   0.321037E+07   0.322380E+07   0.321037E+07  -0.734799E-01   0.159298E+07   0.159291E+07   0.328101E+00
   0.833338E-01   0.301300E+07   0.299816E+07  -0.139842E+02  -0.139886E+02   0.301697E+06   0.299791E+07   0.301056E+07   0.299791E+07  -0.686172E-01   0.148759E+07   0.148750E+07   0.367187E+00
   0.873191E-01   0.281492E+07   0.279903E+07  -0.118991E+02  -0.119028E+02   0.264905E+06   0.280042E+07   0.281230E+07   0.280042E+07  -0.640968E-01   0.138961E+07   0.138951E+07   0.393035E+00
   0.913045E-01   0.263700E+07   0.262049E+07  -0.101948E+02  -0.101980E+02   0.233709E+06   0.262307E+07   0.263428E+07   0.262307E+07  -0.600378E-01   0.130163E+07   0.130152E+07   0.399092E+00
   0.952898E-01   0.248207E+07   0.246554E+07  -0.880996E+01  -0.881271E+01   0.207570E+06   0.246874E+07   0.247934E+07   0.246874E+07  -0.565054E-01   0.122507E+07   0.122496E+07   0.383971E+00
   0.992751E-01   0.235080E+07   0.233488E+07  -0.768780E+01  -0.769020E+01   0.185842E+06   0.233808E+07   0.234817E+07   0.233808E+07  -0.535148E-01   0.116024E+07   0.116014E+07   0.350429E+00
   0.103260E+00   0.224186E+07   0.222709E+07  -0.677704E+01  -0.677916E+01   0.167828E+06   0.222976E+07   0.223942E+07   0.222976E+07  -0.510354E-01   0.110650E+07   0.110640E+07   0.303982E+00
   0.107246E+00   0.215213E+07   0.213889E+07  -0.603190E+01  -0.603378E+01   0.152809E+06   0.214062E+07   0.214994E+07   0.214062E+07  -0.489953E-01   0.106227E+07   0.106219E+07   0.251439E+00
   0.111231E+00   0.207701E+07   0.206548E+07  -0.541239E+01  -0.541408E+01   0.140087E+06   0.206608E+07   0.207511E+07   0.206608E+07  -0.472891E-01   0.102529E+07   0.102522E+07   0.199552E+00
   0.115216E+00   0.201115E+07   0.200125E+07  -0.488511E+01  -0.488664E+01   0.129030E+06   0.200074E+07   0.200952E+07   0.200074E+07  -0.457936E-01   0.992870E+06   0.992817E+06   0.153965E+00
   0.119202E+00   0.194933E+07   0.194084E+07  -0.442415E+01  -0.442554E+01   0.119120E+06   0.193939E+07   0.194793E+07   0.193939E+07  -0.443895E-01   0.962432E+06   0.962389E+06   0.118520E+00
   0.123187E+00   0.188745E+07   0.188000E+07  -0.401141E+01  -0.401266E+01   0.109992E+06   0.187793E+07   0.188622E+07   0.187793E+07  -0.429828E-01   0.931938E+06   0.931903E+06   0.949813E-01
   0.127172E+00   0.182306E+07   0.181622E+07  -0.363574E+01  -0.363687E+01   0.101430E+06   0.181390E+07   0.182193E+07   0.181390E+07  -0.415171E-01   0.900166E+06   0.900134E+06   0.831197E-01
   0.131158E+00   0.175527E+07   0.174863E+07  -0.329113E+01  -0.329216E+01   0.933395E+05   0.174642E+07   0.175417E+07   0.174642E+07  -0.399727E-01   0.866685E+06   0.866653E+06   0.810999E-01
   0.135143E+00   0.168443E+07   0.167766E+07  -0.297476E+01  -0.297569E+01   0.856993E+05   0.167585E+07   0.168331E+07   0.167585E+07  -0.383575E-01   0.831671E+06   0.831636E+06   0.860441E-01
   0.139128E+00   0.161181E+07   0.160469E+07  -0.268569E+01  -0.268653E+01   0.785364E+05   0.160348E+07   0.161063E+07   0.160348E+07  -0.367010E-01   0.795760E+06   0.795720E+06   0.946486E-01
   0.143114E+00   0.153948E+07   0.153192E+07  -0.242418E+01  -0.242494E+01   0.719082E+05   0.153139E+07   0.153823E+07   0.153139E+07  -0.350509E-01   0.759987E+06   0.759943E+06   0.103749E+00
   0.147099E+00   0.147007E+07   0.146212E+07  -0.219105E+01  -0.219173E+01   0.658855E+05   0.146222E+07   0.146876E+07   0.146222E+07  -0.334677E-01   0.725662E+06   0.725613E+06   0.110762E+00
   0.151084E+00   0.140617E+07   0.139796E+07  -0.198661E+01  -0.198723E+01   0.605232E+05   0.139854E+07   0.140481E+07   0.139854E+07  -0.320102E-01   0.694065E+06   0.694013E+06   0.113970E+00
   0.155070E+00   0.134950E+07   0.134124E+07  -0.180977E+01  -0.181034E+01   0.558302E+05   0.134211E+07   0.134814E+07   0.134211E+07  -0.307186E-01   0.666063E+06   0.666010E+06   0.112629E+00
   0.159055E+00   0.130057E+07   0.129249E+07  -0.165785E+01  -0.165837E+01   0.517611E+05   0.129341E+07   0.129924E+07   0.129341E+07  -0.296041E-01   0.641900E+06   0.641849E+06   0.106906E+00
   0.163040E+00   0.125879E+07   0.125109E+07  -0.152716E+01  -0.152764E+01   0.482333E+05   0.125188E+07   0.125752E+07   0.125188E+07  -0.286534E-01   0.621288E+06   0.621240E+06   0.976867E-01
   0.167026E+00   0.122302E+07   0.121586E+07  -0.141388E+01  -0.141432E+01   0.451529E+05   0.121635E+07   0.122184E+07   0.121635E+07  -0.278402E-01   0.603657E+06   0.603614E+06   0.863032E-01
   0.171011E+00   0.119191E+07   0.118536E+07  -0.131453E+01  -0.131494E+01   0.424296E+05   0.118547E+07   0.119083E+07   0.118547E+07  -0.271334E-01   0.588334E+06   0.588295E+06   0.742430E-01
   0.174996E+00   0.116395E+07   0.115803E+07  -0.122598E+01  -0.122636E+01   0.399791E+05   0.115773E+07   0.116297E+07   0.115773E+07  -0.264986E-01   0.574569E+06   0.574536E+06   0.628940E-01
   0.178982E+00   0.113751E+07   0.113216E+07  -0.114545E+01  -0.114581E+01   0.377236E+05   0.113150E+07   0.113663E+07   0.113150E+07  -0.258982E-01   0.561552E+06   0.561523E+06   0.533481E-01
   0.182967E+00   0.111104E+07   0.110613E+07  -0.107064E+01  -0.107098E+01   0.355969E+05   0.110521E+07   0.111023E+07   0.110521E+07  -0.252965E-01   0.548507E+06   0.548482E+06   0.462801E-01
   0.186952E+00   0.108340E+07   0.107879E+07  -0.100001E+01  -0.100033E+01   0.335547E+05   0.107775E+07   0.108264E+07   0.107775E+07  -0.246678E-01   0.534877E+06   0.534853E+06   0.419077E-01
   0.190938E+00   0.105414E+07   0.104969E+07  -0.932827E+00  -0.933118E+00   0.315782E+05   0.104864E+07   0.105341E+07   0.104864E+07  -0.240016E-01   0.520431E+06   0.520408E+06   0.400298E-01
   0.194923E+00   0.102339E+07   0.101896E+07  -0.868962E+00  -0.869233E+00   0.296683E+05   0.101803E+07   0.102266E+07   0.101803E+07  -0.233010E-01   0.505241E+06   0.505218E+06   0.401240E-01
   0.198908E+00   0.991709E+06   0.987207E+06  -0.808640E+00  -0.808893E+00   0.278373E+05   0.986472E+06   0.990967E+06   0.986472E+06  -0.225787E-01   0.489582E+06   0.489557E+06   0.414797E-01
   0.202894E+00   0.959846E+06   0.955222E+06  -0.752192E+00  -0.752427E+00   0.261011E+05   0.954729E+06   0.959084E+06   0.954729E+06  -0.218522E-01   0.473829E+06   0.473803E+06   0.433343E-01
   0.206879E+00   0.928677E+06   0.923928E+06  -0.699974E+00  -0.700193E+00   0.244770E+05   0.923678E+06   0.927894E+06   0.923678E+06  -0.211414E-01   0.458420E+06   0.458392E+06   0.449948E-01
   0.219414E+00   0.843906E+06   0.839104E+06  -0.565450E+00  -0.565627E+00   0.202263E+05   0.839274E+06   0.843114E+06   0.839274E+06  -0.192096E-01   0.416534E+06   0.416505E+06   0.443105E-01
   0.232707E+00   0.780818E+06   0.776677E+06  -0.465150E+00  -0.465295E+00   0.170042E+05   0.776574E+06   0.780135E+06   0.776574E+06  -0.177745E-01   0.385417E+06   0.385393E+06   0.342445E-01
   0.246807E+00   0.727624E+06   0.724232E+06  -0.385397E+00  -0.385517E+00   0.143852E+05   0.723739E+06   0.727065E+06   0.723739E+06  -0.165652E-01   0.359196E+06   0.359178E+06   0.247936E-01
   0.261760E+00   0.667954E+06   0.664750E+06  -0.314526E+00  -0.314624E+00   0.119758E+05   0.664366E+06   0.667426E+06   0.664366E+06  -0.152062E-01   0.329731E+06   0.329713E+06   0.228759E-01
   0.277620E+00   0.606681E+06   0.603456E+06  -0.253953E+00  -0.254033E+00   0.985495E+04   0.603367E+06   0.606150E+06   0.603367E+06  -0.138101E-01   0.299458E+06   0.299439E+06   0.227999E-01
   0.294440E+00   0.557295E+06   0.554403E+06  -0.207396E+00  -0.207461E+00   0.819561E+04   0.554258E+06   0.556818E+06   0.554258E+06  -0.126860E-01   0.275086E+06   0.275069E+06   0.188150E-01
   0.312280E+00   0.514956E+06   0.512466E+06  -0.170382E+00  -0.170435E+00   0.685038E+04   0.512176E+06   0.514546E+06   0.512176E+06  -0.117229E-01   0.254201E+06   0.254187E+06   0.147744E-01
   0.331200E+00   0.470298E+06   0.467929E+06  -0.138334E+00  -0.138377E+00   0.565414E+04   0.467741E+06   0.469908E+06   0.467741E+06  -0.107058E-01   0.232148E+06   0.232134E+06   0.136518E-01
   0.351267E+00   0.429288E+06   0.427071E+06  -0.112256E+00  -0.112291E+00   0.466060E+04   0.426943E+06   0.428923E+06   0.426943E+06  -0.977201E-02   0.211900E+06   0.211887E+06   0.121170E-01
   0.372550E+00   0.394554E+06   0.392598E+06  -0.917259E-01  -0.917545E-01   0.386529E+04   0.392410E+06   0.394232E+06   0.392410E+06  -0.898161E-02   0.194761E+06   0.194750E+06   0.986013E-02
   0.395122E+00   0.360454E+06   0.358638E+06  -0.744977E-01  -0.745209E-01   0.318387E+04   0.358489E+06   0.360155E+06   0.358489E+06  -0.820521E-02   0.177926E+06   0.177915E+06   0.874515E-02
   0.419061E+00   0.329186E+06   0.327516E+06  -0.604844E-01  -0.605033E-01   0.261974E+04   0.327388E+06   0.328911E+06   0.327388E+06  -0.749337E-02   0.162490E+06   0.162480E+06   0.757978E-02
   0.444451E+00   0.301285E+06   0.299779E+06  -0.492148E-01  -0.492301E-01   0.215873E+04   0.299642E+06   0.301037E+06   0.299642E+06  -0.685831E-02   0.148719E+06   0.148711E+06   0.640276E-02
   0.471380E+00   0.274818E+06   0.273428E+06  -0.399089E-01  -0.399214E-01   0.177157E+04   0.273316E+06   0.274589E+06   0.273316E+06  -0.625574E-02   0.135653E+06   0.135645E+06   0.560662E-02
   0.499940E+00   0.251023E+06   0.249763E+06  -0.324080E-01  -0.324181E-01   0.145491E+04   0.249652E+06   0.250816E+06   0.249652E+06  -0.571412E-02   0.123908E+06   0.123901E+06   0.477132E-02
   0.530230E+00   0.228942E+06   0.227788E+06  -0.262768E-01  -0.262850E-01   0.119227E+04   0.227690E+06   0.228752E+06   0.227690E+06  -0.521144E-02   0.113008E+06   0.113002E+06   0.412793E-02
   0.562356E+00   0.208804E+06   0.207754E+06  -0.213056E-01  -0.213123E-01   0.976429E+03   0.207661E+06   0.208631E+06   0.207661E+06  -0.475302E-02   0.103068E+06   0.103062E+06   0.353624E-02
   0.596428E+00   0.190294E+06   0.189336E+06  -0.172619E-01  -0.172673E-01   0.798583E+03   0.189252E+06   0.190136E+06   0.189252E+06  -0.433166E-02   0.939309E+05   0.939255E+05   0.304454E-02
   0.632564E+00   0.173377E+06   0.172505E+06  -0.139819E-01  -0.139862E-01   0.652575E+03   0.172427E+06   0.173233E+06   0.172427E+06  -0.394658E-02   0.855805E+05   0.855755E+05   0.261115E-02
   0.882815E+00   0.101426E+06   0.100916E+06  -0.419956E-02  -0.420087E-02   0.204073E+03   0.100869E+06   0.101341E+06   0.100869E+06  -0.230873E-02   0.500645E+05   0.500616E+05   0.109470E-02
   0.123207E+01   0.586119E+05   0.583174E+05  -0.124600E-02  -0.124639E-02   0.621920E+02   0.582904E+05   0.585634E+05   0.582904E+05  -0.133417E-02   0.289313E+05   0.289297E+05   0.453809E-03
   0.171949E+01   0.335151E+05   0.333467E+05  -0.365803E-03  -0.365917E-03   0.185702E+02   0.333311E+05   0.334873E+05   0.333311E+05  -0.762894E-03   0.165433E+05   0.165424E+05   0.186613E-03
   0.239974E+01   0.189913E+05   0.188959E+05  -0.106423E-03  -0.106456E-03   0.545801E+01   0.188871E+05   0.189756E+05   0.188871E+05  -0.432293E-03   0.937427E+04   0.937372E+04   0.763804E-04
   0.334911E+01   0.106773E+05   0.106236E+05  -0.307192E-04  -0.307288E-04   0.158470E+01   0.106186E+05   0.106684E+05   0.106186E+05  -0.243043E-03   0.527037E+04   0.527006E+04   0.312729E-04
   0.467405E+01   0.596204E+04   0.593204E+04  -0.880676E-05  -0.880950E-05   0.455802E+00   0.592930E+04   0.595710E+04   0.592930E+04  -0.135712E-03   0.294291E+04   0.294273E+04   0.129120E-04
   0.652317E+01   0.330925E+04   0.329256E+04  -0.250970E-05  -0.251048E-05   0.130101E+00   0.329107E+04   0.330650E+04   0.329107E+04  -0.753271E-04   0.163347E+04   0.163336E+04   0.544722E-05
   0.910381E+01   0.182714E+04   0.181788E+04  -0.711433E-06  -0.711655E-06   0.369257E-01   0.181709E+04   0.182561E+04   0.181709E+04  -0.415902E-04   0.901885E+03   0.901819E+03   0.239618E-05
   0.127054E+02   0.100411E+04   0.998975E+03  -0.200731E-06  -0.200793E-06   0.104276E-01   0.998579E+03   0.100326E+04   0.998579E+03  -0.228558E-04   0.495629E+03   0.495586E+03   0.112874E-05
